IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CSUD,FUTU__D_CSUD,FUTU__WIND_CSUD,CONST__wd_sin,CONST__wd_cos,Hour,Date
30390,1266,6,58.09,4442,215.119,0.974928,-0.222521,6,2018-06-20
30391,1266,7,59.65,5288,192.543,0.974928,-0.222521,7,2018-06-20
30392,1266,8,61.68,6150,176.81,0.974928,-0.222521,8,2018-06-20
30393,1266,9,61.68,6656,165.674,0.974928,-0.222521,9,2018-06-20
30394,1266,10,59.18,6837,155.202,0.974928,-0.222521,10,2018-06-20
30395,1266,11,59.6,6808,142.103,0.974928,-0.222521,11,2018-06-20
30396,1266,12,58.09,6856,134.058,0.974928,-0.222521,12,2018-06-20
30397,1266,13,58.09,6688,125.808,0.974928,-0.222521,13,2018-06-20
30398,1266,14,60.43,6571,115.432,0.974928,-0.222521,14,2018-06-20
30399,1266,15,62.57,6683,122.546,0.974928,-0.222521,15,2018-06-20
30400,1266,16,62.99,6832,122.066,0.974928,-0.222521,16,2018-06-20
30401,1266,17,63.56,6733,95.087,0.974928,-0.222521,17,2018-06-20
30402,1266,18,66.97,6242,64.672,0.974928,-0.222521,18,2018-06-20
30403,1266,19,71.68,6186,45.161,0.974928,-0.222521,19,2018-06-20
30404,1266,20,70.95,6056,38.132,0.974928,-0.222521,20,2018-06-20
30405,1266,21,65.95,5993,34.569,0.974928,-0.222521,21,2018-06-20
30406,1266,22,62.57,5677,32.618,0.974928,-0.222521,22,2018-06-20
30407,1266,23,58.89,5219,33.169,0.974928,-0.222521,23,2018-06-20
30408,1267,0,74.06,4650,29.444,0.433884,-0.900969,0,2018-06-21
30409,1267,1,70.0,4297,22.723,0.433884,-0.900969,1,2018-06-21
30410,1267,2,61.79,4092,19.27,0.433884,-0.900969,2,2018-06-21
30411,1267,3,59.63,4032,17.267,0.433884,-0.900969,3,2018-06-21
30412,1267,4,60.0,4057,13.442,0.433884,-0.900969,4,2018-06-21
30413,1267,5,59.69,4108,10.382,0.433884,-0.900969,5,2018-06-21
30414,1267,6,63.08,4467,8.442,0.433884,-0.900969,6,2018-06-21
30415,1267,7,66.78,5140,6.038,0.433884,-0.900969,7,2018-06-21
30416,1267,8,67.14,5713,4.433,0.433884,-0.900969,8,2018-06-21
30417,1267,9,66.78,6082,4.86,0.433884,-0.900969,9,2018-06-21
30418,1267,10,63.91,6276,8.914,0.433884,-0.900969,10,2018-06-21
30419,1267,11,64.46,6345,20.839,0.433884,-0.900969,11,2018-06-21
30420,1267,12,60.99,6567,42.244,0.433884,-0.900969,12,2018-06-21
30421,1267,13,60.99,6450,72.9,0.433884,-0.900969,13,2018-06-21
30422,1267,14,65.0,6751,110.585,0.433884,-0.900969,14,2018-06-21
30423,1267,15,66.0,6854,152.736,0.433884,-0.900969,15,2018-06-21
30424,1267,16,65.99,6832,192.652,0.433884,-0.900969,16,2018-06-21
30425,1267,17,66.0,6801,226.021,0.433884,-0.900969,17,2018-06-21
30426,1267,18,68.55,6610,247.939,0.433884,-0.900969,18,2018-06-21
30427,1267,19,70.6,6269,230.666,0.433884,-0.900969,19,2018-06-21
30428,1267,20,70.94,6055,208.99,0.433884,-0.900969,20,2018-06-21
30429,1267,21,68.43,6252,211.513,0.433884,-0.900969,21,2018-06-21
30430,1267,22,65.03,5866,223.88,0.433884,-0.900969,22,2018-06-21
30431,1267,23,60.82,5322,243.589,0.433884,-0.900969,23,2018-06-21
30432,1268,0,63.89,4859,263.164,-0.433884,-0.900969,0,2018-06-22
30433,1268,1,59.65,4465,284.021,-0.433884,-0.900969,1,2018-06-22
30434,1268,2,59.09,4219,304.385,-0.433884,-0.900969,2,2018-06-22
30435,1268,3,57.38,4136,320.529,-0.433884,-0.900969,3,2018-06-22
30436,1268,4,57.38,4136,328.827,-0.433884,-0.900969,4,2018-06-22
30437,1268,5,57.38,4214,320.108,-0.433884,-0.900969,5,2018-06-22
30438,1268,6,60.74,4553,305.606,-0.433884,-0.900969,6,2018-06-22
30439,1268,7,69.06,5235,295.438,-0.433884,-0.900969,7,2018-06-22
30440,1268,8,72.57,5833,298.529,-0.433884,-0.900969,8,2018-06-22
30441,1268,9,69.55,6362,321.198,-0.433884,-0.900969,9,2018-06-22
30442,1268,10,66.62,6543,358.707,-0.433884,-0.900969,10,2018-06-22
30443,1268,11,66.52,6646,402.282,-0.433884,-0.900969,11,2018-06-22
30444,1268,12,60.99,6528,448.154,-0.433884,-0.900969,12,2018-06-22
30445,1268,13,59.65,6429,505.851,-0.433884,-0.900969,13,2018-06-22
30446,1268,14,59.99,6430,560.703,-0.433884,-0.900969,14,2018-06-22
30447,1268,15,61.68,6359,599.814,-0.433884,-0.900969,15,2018-06-22
30448,1268,16,63.0,6424,606.009,-0.433884,-0.900969,16,2018-06-22
30449,1268,17,64.77,6623,574.147,-0.433884,-0.900969,17,2018-06-22
30450,1268,18,62.0,6471,513.525,-0.433884,-0.900969,18,2018-06-22
30451,1268,19,63.13,6321,439.411,-0.433884,-0.900969,19,2018-06-22
30452,1268,20,62.6,6146,388.243,-0.433884,-0.900969,20,2018-06-22
30453,1268,21,62.84,6074,356.628,-0.433884,-0.900969,21,2018-06-22
30454,1268,22,61.42,5663,329.697,-0.433884,-0.900969,22,2018-06-22
30455,1268,23,59.0,5085,318.57,-0.433884,-0.900969,23,2018-06-22
30456,1269,0,74.06,4783,288.945,-0.974928,-0.222521,0,2018-06-23
30457,1269,1,59.99,4400,334.794,-0.974928,-0.222521,1,2018-06-23
30458,1269,2,56.38,4166,385.434,-0.974928,-0.222521,2,2018-06-23
30459,1269,3,54.5,4050,459.009,-0.974928,-0.222521,3,2018-06-23
30460,1269,4,51.63,4007,544.732,-0.974928,-0.222521,4,2018-06-23
30461,1269,5,46.05,3931,593.671,-0.974928,-0.222521,5,2018-06-23
30462,1269,6,50.0,4141,600.085,-0.974928,-0.222521,6,2018-06-23
30463,1269,7,58.65,4770,602.08,-0.974928,-0.222521,7,2018-06-23
30464,1269,8,58.65,5403,608.552,-0.974928,-0.222521,8,2018-06-23
30465,1269,9,58.09,5806,607.316,-0.974928,-0.222521,9,2018-06-23
30466,1269,10,56.38,5985,593.212,-0.974928,-0.222521,10,2018-06-23
30467,1269,11,51.55,6034,587.098,-0.974928,-0.222521,11,2018-06-23
30468,1269,12,41.54,6078,580.155,-0.974928,-0.222521,12,2018-06-23
30469,1269,13,30.49,6073,550.089,-0.974928,-0.222521,13,2018-06-23
30470,1269,14,29.99,5804,516.208,-0.974928,-0.222521,14,2018-06-23
30471,1269,15,32.0,5592,499.58,-0.974928,-0.222521,15,2018-06-23
30472,1269,16,38.61,5713,485.848,-0.974928,-0.222521,16,2018-06-23
30473,1269,17,48.19,5737,465.664,-0.974928,-0.222521,17,2018-06-23
30474,1269,18,56.38,5952,441.021,-0.974928,-0.222521,18,2018-06-23
30475,1269,19,58.65,5822,401.999,-0.974928,-0.222521,19,2018-06-23
30476,1269,20,61.87,5740,360.21,-0.974928,-0.222521,20,2018-06-23
30477,1269,21,61.19,5651,326.838,-0.974928,-0.222521,21,2018-06-23
30478,1269,22,58.65,5354,302.542,-0.974928,-0.222521,22,2018-06-23
30479,1269,23,58.09,4985,287.754,-0.974928,-0.222521,23,2018-06-23
30480,1270,0,68.25,4563,265.235,-0.781831,0.62349,0,2018-06-24
30481,1270,1,59.65,4138,280.468,-0.781831,0.62349,1,2018-06-24
30482,1270,2,59.09,3885,300.258,-0.781831,0.62349,2,2018-06-24
30483,1270,3,56.38,3764,318.014,-0.781831,0.62349,3,2018-06-24
30484,1270,4,56.38,3649,326.846,-0.781831,0.62349,4,2018-06-24
30485,1270,5,56.38,3523,309.484,-0.781831,0.62349,5,2018-06-24
30486,1270,6,51.53,3533,270.96,-0.781831,0.62349,6,2018-06-24
30487,1270,7,51.53,3959,249.8,-0.781831,0.62349,7,2018-06-24
30488,1270,8,51.31,4407,253.259,-0.781831,0.62349,8,2018-06-24
30489,1270,9,50.0,4664,258.721,-0.781831,0.62349,9,2018-06-24
30490,1270,10,52.92,4846,263.903,-0.781831,0.62349,10,2018-06-24
30491,1270,11,51.19,5001,267.803,-0.781831,0.62349,11,2018-06-24
30492,1270,12,50.15,5190,265.938,-0.781831,0.62349,12,2018-06-24
30493,1270,13,45.83,5068,267.021,-0.781831,0.62349,13,2018-06-24
30494,1270,14,42.1,4909,270.362,-0.781831,0.62349,14,2018-06-24
30495,1270,15,50.22,4859,271.13,-0.781831,0.62349,15,2018-06-24
30496,1270,16,54.14,5041,262.806,-0.781831,0.62349,16,2018-06-24
30497,1270,17,53.61,5300,241.427,-0.781831,0.62349,17,2018-06-24
30498,1270,18,59.09,5061,214.666,-0.781831,0.62349,18,2018-06-24
30499,1270,19,61.17,5221,181.901,-0.781831,0.62349,19,2018-06-24
30500,1270,20,74.36,5256,145.361,-0.781831,0.62349,20,2018-06-24
30501,1270,21,75.49,5451,113.602,-0.781831,0.62349,21,2018-06-24
30502,1270,22,74.36,5268,88.949,-0.781831,0.62349,22,2018-06-24
30503,1270,23,61.19,4822,75.011,-0.781831,0.62349,23,2018-06-24
30504,1271,0,73.26,3941,82.292,0.0,1.0,0,2018-06-25
30505,1271,1,63.76,3666,85.433,0.0,1.0,1,2018-06-25
30506,1271,2,58.16,3532,89.072,0.0,1.0,2,2018-06-25
30507,1271,3,57.61,3465,87.584,0.0,1.0,3,2018-06-25
30508,1271,4,58.16,3475,80.331,0.0,1.0,4,2018-06-25
30509,1271,5,58.16,3650,71.701,0.0,1.0,5,2018-06-25
30510,1271,6,58.16,3917,61.785,0.0,1.0,6,2018-06-25
30511,1271,7,58.16,4815,51.261,0.0,1.0,7,2018-06-25
30512,1271,8,62.5,5556,46.161,0.0,1.0,8,2018-06-25
30513,1271,9,61.81,6168,53.518,0.0,1.0,9,2018-06-25
30514,1271,10,61.23,6425,78.393,0.0,1.0,10,2018-06-25
30515,1271,11,59.53,6537,123.06,0.0,1.0,11,2018-06-25
30516,1271,12,57.61,6422,175.357,0.0,1.0,12,2018-06-25
30517,1271,13,57.61,6203,231.731,0.0,1.0,13,2018-06-25
30518,1271,14,59.16,6375,296.815,0.0,1.0,14,2018-06-25
30519,1271,15,58.53,6391,350.552,0.0,1.0,15,2018-06-25
30520,1271,16,59.73,6405,396.491,0.0,1.0,16,2018-06-25
30521,1271,17,58.53,6349,415.245,0.0,1.0,17,2018-06-25
30522,1271,18,60.97,6230,408.388,0.0,1.0,18,2018-06-25
30523,1271,19,61.23,5893,409.049,0.0,1.0,19,2018-06-25
30524,1271,20,60.21,5756,411.361,0.0,1.0,20,2018-06-25
30525,1271,21,59.53,5760,414.538,0.0,1.0,21,2018-06-25
30526,1271,22,57.61,5363,421.444,0.0,1.0,22,2018-06-25
30527,1271,23,54.64,4832,429.659,0.0,1.0,23,2018-06-25
30528,1272,0,58.61,4301,484.463,0.781831,0.62349,0,2018-06-26
30529,1272,1,54.14,3966,492.012,0.781831,0.62349,1,2018-06-26
30530,1272,2,51.4,3737,483.501,0.781831,0.62349,2,2018-06-26
30531,1272,3,48.08,3685,476.95,0.781831,0.62349,3,2018-06-26
30532,1272,4,45.83,3701,501.394,0.781831,0.62349,4,2018-06-26
30533,1272,5,44.0,3804,563.792,0.781831,0.62349,5,2018-06-26
30534,1272,6,53.03,4099,637.763,0.781831,0.62349,6,2018-06-26
30535,1272,7,55.59,4780,725.196,0.781831,0.62349,7,2018-06-26
30536,1272,8,58.95,5395,810.752,0.781831,0.62349,8,2018-06-26
30537,1272,9,57.61,5858,865.606,0.781831,0.62349,9,2018-06-26
30538,1272,10,56.21,6263,875.69,0.781831,0.62349,10,2018-06-26
30539,1272,11,55.91,6137,864.716,0.781831,0.62349,11,2018-06-26
30540,1272,12,53.33,5974,869.938,0.781831,0.62349,12,2018-06-26
30541,1272,13,52.69,5969,877.92,0.781831,0.62349,13,2018-06-26
30542,1272,14,55.91,6195,891.224,0.781831,0.62349,14,2018-06-26
30543,1272,15,55.91,6287,918.345,0.781831,0.62349,15,2018-06-26
30544,1272,16,56.78,6300,928.066,0.781831,0.62349,16,2018-06-26
30545,1272,17,56.58,6237,910.094,0.781831,0.62349,17,2018-06-26
30546,1272,18,56.51,5926,875.568,0.781831,0.62349,18,2018-06-26
30547,1272,19,58.16,5883,828.696,0.781831,0.62349,19,2018-06-26
30548,1272,20,58.16,5791,779.342,0.781831,0.62349,20,2018-06-26
30549,1272,21,57.84,5700,735.198,0.781831,0.62349,21,2018-06-26
30550,1272,22,55.91,5288,713.533,0.781831,0.62349,22,2018-06-26
30551,1272,23,53.79,4888,711.462,0.781831,0.62349,23,2018-06-26
30552,1273,0,60.0,4091,731.796,0.974928,-0.222521,0,2018-06-27
30553,1273,1,58.07,3822,702.909,0.974928,-0.222521,1,2018-06-27
30554,1273,2,55.91,3460,682.901,0.974928,-0.222521,2,2018-06-27
30555,1273,3,52.57,3488,677.882,0.974928,-0.222521,3,2018-06-27
30556,1273,4,51.96,3562,678.158,0.974928,-0.222521,4,2018-06-27
30557,1273,5,51.95,3548,689.264,0.974928,-0.222521,5,2018-06-27
30558,1273,6,58.23,3947,724.999,0.974928,-0.222521,6,2018-06-27
30559,1273,7,57.61,4866,797.55,0.974928,-0.222521,7,2018-06-27
30560,1273,8,59.16,5694,875.218,0.974928,-0.222521,8,2018-06-27
30561,1273,9,57.68,5912,925.687,0.974928,-0.222521,9,2018-06-27
30562,1273,10,55.91,5963,962.983,0.974928,-0.222521,10,2018-06-27
30563,1273,11,51.0,5924,989.272,0.974928,-0.222521,11,2018-06-27
30564,1273,12,47.99,5380,995.194,0.974928,-0.222521,12,2018-06-27
30565,1273,13,47.99,5340,973.974,0.974928,-0.222521,13,2018-06-27
30566,1273,14,47.99,5440,938.008,0.974928,-0.222521,14,2018-06-27
30567,1273,15,49.02,5596,895.546,0.974928,-0.222521,15,2018-06-27
30568,1273,16,56.91,5807,858.009,0.974928,-0.222521,16,2018-06-27
30569,1273,17,58.61,5877,823.084,0.974928,-0.222521,17,2018-06-27
30570,1273,18,59.16,6120,776.859,0.974928,-0.222521,18,2018-06-27
30571,1273,19,60.12,6059,710.405,0.974928,-0.222521,19,2018-06-27
30572,1273,20,61.03,6125,642.748,0.974928,-0.222521,20,2018-06-27
30573,1273,21,61.75,6065,591.756,0.974928,-0.222521,21,2018-06-27
30574,1273,22,61.02,5748,559.759,0.974928,-0.222521,22,2018-06-27
30575,1273,23,58.38,5180,533.509,0.974928,-0.222521,23,2018-06-27
30576,1274,0,59.4,4351,484.949,0.433884,-0.900969,0,2018-06-28
30577,1274,1,57.29,4056,442.99,0.433884,-0.900969,1,2018-06-28
30578,1274,2,55.41,3665,430.006,0.433884,-0.900969,2,2018-06-28
30579,1274,3,52.52,3706,416.324,0.433884,-0.900969,3,2018-06-28
30580,1274,4,52.69,3792,393.02,0.433884,-0.900969,4,2018-06-28
30581,1274,5,54.46,3810,375.705,0.433884,-0.900969,5,2018-06-28
30582,1274,6,58.61,4126,359.956,0.433884,-0.900969,6,2018-06-28
30583,1274,7,59.16,4912,353.609,0.433884,-0.900969,7,2018-06-28
30584,1274,8,61.29,5720,374.516,0.433884,-0.900969,8,2018-06-28
30585,1274,9,58.16,6069,393.678,0.433884,-0.900969,9,2018-06-28
30586,1274,10,56.91,6106,388.178,0.433884,-0.900969,10,2018-06-28
30587,1274,11,55.9,6097,361.464,0.433884,-0.900969,11,2018-06-28
30588,1274,12,53.72,5444,320.484,0.433884,-0.900969,12,2018-06-28
30589,1274,13,51.99,5254,280.236,0.433884,-0.900969,13,2018-06-28
30590,1274,14,52.91,5345,261.632,0.433884,-0.900969,14,2018-06-28
30591,1274,15,55.91,5722,254.716,0.433884,-0.900969,15,2018-06-28
30592,1274,16,57.0,5725,231.173,0.433884,-0.900969,16,2018-06-28
30593,1274,17,59.16,5626,195.456,0.433884,-0.900969,17,2018-06-28
30594,1274,18,59.26,5571,158.738,0.433884,-0.900969,18,2018-06-28
30595,1274,19,62.61,5685,126.543,0.433884,-0.900969,19,2018-06-28
30596,1274,20,63.0,5557,90.841,0.433884,-0.900969,20,2018-06-28
30597,1274,21,63.76,5521,56.602,0.433884,-0.900969,21,2018-06-28
30598,1274,22,63.76,5087,40.183,0.433884,-0.900969,22,2018-06-28
30599,1274,23,59.16,4598,45.998,0.433884,-0.900969,23,2018-06-28
30600,1275,0,62.36,4139,34.591,-0.433884,-0.900969,0,2018-06-29
30601,1275,1,58.45,3704,48.667,-0.433884,-0.900969,1,2018-06-29
30602,1275,2,55.91,3484,70.962,-0.433884,-0.900969,2,2018-06-29
30603,1275,3,55.39,3416,93.07,-0.433884,-0.900969,3,2018-06-29
30604,1275,4,55.39,3490,96.807,-0.433884,-0.900969,4,2018-06-29
30605,1275,5,55.65,3531,83.501,-0.433884,-0.900969,5,2018-06-29
30606,1275,6,59.21,3889,74.567,-0.433884,-0.900969,6,2018-06-29
30607,1275,7,61.58,4606,66.702,-0.433884,-0.900969,7,2018-06-29
30608,1275,8,68.92,5386,60.561,-0.433884,-0.900969,8,2018-06-29
30609,1275,9,64.0,5881,68.673,-0.433884,-0.900969,9,2018-06-29
30610,1275,10,60.0,6103,90.553,-0.433884,-0.900969,10,2018-06-29
30611,1275,11,58.16,6105,116.123,-0.433884,-0.900969,11,2018-06-29
30612,1275,12,55.91,5997,144.395,-0.433884,-0.900969,12,2018-06-29
30613,1275,13,55.39,5906,182.866,-0.433884,-0.900969,13,2018-06-29
30614,1275,14,57.61,5664,223.698,-0.433884,-0.900969,14,2018-06-29
30615,1275,15,58.16,5802,234.237,-0.433884,-0.900969,15,2018-06-29
30616,1275,16,59.0,5804,211.309,-0.433884,-0.900969,16,2018-06-29
30617,1275,17,58.16,5809,180.554,-0.433884,-0.900969,17,2018-06-29
30618,1275,18,61.6,5746,151.207,-0.433884,-0.900969,18,2018-06-29
30619,1275,19,63.76,5533,119.308,-0.433884,-0.900969,19,2018-06-29
30620,1275,20,64.12,5298,90.33,-0.433884,-0.900969,20,2018-06-29
30621,1275,21,61.6,5235,76.745,-0.433884,-0.900969,21,2018-06-29
30622,1275,22,59.75,4757,86.169,-0.433884,-0.900969,22,2018-06-29
30623,1275,23,57.23,4338,113.575,-0.433884,-0.900969,23,2018-06-29
30624,1276,0,74.92,4060,126.069,-0.974928,-0.222521,0,2018-06-30
30625,1276,1,60.0,3801,149.994,-0.974928,-0.222521,1,2018-06-30
30626,1276,2,57.61,3519,162.778,-0.974928,-0.222521,2,2018-06-30
30627,1276,3,57.61,3354,168.19,-0.974928,-0.222521,3,2018-06-30
30628,1276,4,57.61,3309,174.048,-0.974928,-0.222521,4,2018-06-30
30629,1276,5,55.91,3334,170.542,-0.974928,-0.222521,5,2018-06-30
30630,1276,6,55.91,3518,150.62,-0.974928,-0.222521,6,2018-06-30
30631,1276,7,58.16,4030,133.896,-0.974928,-0.222521,7,2018-06-30
30632,1276,8,58.61,4476,138.394,-0.974928,-0.222521,8,2018-06-30
30633,1276,9,57.61,4873,177.352,-0.974928,-0.222521,9,2018-06-30
30634,1276,10,54.95,5019,238.76,-0.974928,-0.222521,10,2018-06-30
30635,1276,11,47.54,5167,270.658,-0.974928,-0.222521,11,2018-06-30
30636,1276,12,43.12,5179,251.313,-0.974928,-0.222521,12,2018-06-30
30637,1276,13,38.23,5001,220.689,-0.974928,-0.222521,13,2018-06-30
30638,1276,14,38.01,4449,209.05,-0.974928,-0.222521,14,2018-06-30
30639,1276,15,38.01,4355,209.477,-0.974928,-0.222521,15,2018-06-30
30640,1276,16,45.0,4473,203.786,-0.974928,-0.222521,16,2018-06-30
30641,1276,17,55.91,4392,182.141,-0.974928,-0.222521,17,2018-06-30
30642,1276,18,60.0,4544,147.633,-0.974928,-0.222521,18,2018-06-30
30643,1276,19,62.51,4554,106.665,-0.974928,-0.222521,19,2018-06-30
30644,1276,20,64.62,4738,67.672,-0.974928,-0.222521,20,2018-06-30
30645,1276,21,63.31,4828,38.611,-0.974928,-0.222521,21,2018-06-30
30646,1276,22,61.07,4570,25.015,-0.974928,-0.222521,22,2018-06-30
30647,1276,23,60.0,4167,24.956,-0.974928,-0.222521,23,2018-06-30
30648,1277,0,75.23,3852,24.918,-0.781831,0.62349,0,2018-07-01
30649,1277,1,72.23,3639,28.092,-0.781831,0.62349,1,2018-07-01
30650,1277,2,67.5,3418,35.109,-0.781831,0.62349,2,2018-07-01
30651,1277,3,74.92,3297,44.89,-0.781831,0.62349,3,2018-07-01
30652,1277,4,68.61,3207,59.567,-0.781831,0.62349,4,2018-07-01
30653,1277,5,59.16,3073,73.365,-0.781831,0.62349,5,2018-07-01
30654,1277,6,59.16,3077,78.879,-0.781831,0.62349,6,2018-07-01
30655,1277,7,59.16,3469,77.059,-0.781831,0.62349,7,2018-07-01
30656,1277,8,58.61,3901,82.391,-0.781831,0.62349,8,2018-07-01
30657,1277,9,58.22,4097,99.094,-0.781831,0.62349,9,2018-07-01
30658,1277,10,56.91,4208,122.594,-0.781831,0.62349,10,2018-07-01
30659,1277,11,54.98,4258,155.719,-0.781831,0.62349,11,2018-07-01
30660,1277,12,52.29,4241,192.553,-0.781831,0.62349,12,2018-07-01
30661,1277,13,48.03,4259,232.484,-0.781831,0.62349,13,2018-07-01
30662,1277,14,44.1,4098,272.581,-0.781831,0.62349,14,2018-07-01
30663,1277,15,49.11,4122,284.087,-0.781831,0.62349,15,2018-07-01
30664,1277,16,54.35,4286,272.772,-0.781831,0.62349,16,2018-07-01
30665,1277,17,55.91,4656,250.276,-0.781831,0.62349,17,2018-07-01
30666,1277,18,59.16,5014,215.528,-0.781831,0.62349,18,2018-07-01
30667,1277,19,67.17,5007,191.293,-0.781831,0.62349,19,2018-07-01
30668,1277,20,75.23,5150,173.556,-0.781831,0.62349,20,2018-07-01
30669,1277,21,76.37,5153,149.415,-0.781831,0.62349,21,2018-07-01
30670,1277,22,75.23,4925,127.467,-0.781831,0.62349,22,2018-07-01
30671,1277,23,62.39,4416,116.121,-0.781831,0.62349,23,2018-07-01
30672,1278,0,60.0,4071,188.606,0.0,1.0,0,2018-07-02
30673,1278,1,60.0,3836,209.932,0.0,1.0,1,2018-07-02
30674,1278,2,59.19,3451,220.799,0.0,1.0,2,2018-07-02
30675,1278,3,58.63,3484,211.611,0.0,1.0,3,2018-07-02
30676,1278,4,58.63,3569,185.26,0.0,1.0,4,2018-07-02
30677,1278,5,58.63,3572,149.233,0.0,1.0,5,2018-07-02
30678,1278,6,61.14,3983,123.134,0.0,1.0,6,2018-07-02
30679,1278,7,62.0,4843,113.92,0.0,1.0,7,2018-07-02
30680,1278,8,65.0,5790,103.756,0.0,1.0,8,2018-07-02
30681,1278,9,63.02,6287,109.619,0.0,1.0,9,2018-07-02
30682,1278,10,62.0,6442,158.816,0.0,1.0,10,2018-07-02
30683,1278,11,59.0,6458,230.162,0.0,1.0,11,2018-07-02
30684,1278,12,56.42,6138,293.612,0.0,1.0,12,2018-07-02
30685,1278,13,57.63,6380,355.526,0.0,1.0,13,2018-07-02
30686,1278,14,57.63,6360,405.058,0.0,1.0,14,2018-07-02
30687,1278,15,58.19,6378,433.844,0.0,1.0,15,2018-07-02
30688,1278,16,60.04,6230,441.924,0.0,1.0,16,2018-07-02
30689,1278,17,62.0,6001,424.819,0.0,1.0,17,2018-07-02
30690,1278,18,62.47,5920,388.298,0.0,1.0,18,2018-07-02
30691,1278,19,62.47,5927,342.157,0.0,1.0,19,2018-07-02
30692,1278,20,62.01,6050,311.248,0.0,1.0,20,2018-07-02
30693,1278,21,62.46,6020,287.27,0.0,1.0,21,2018-07-02
30694,1278,22,60.5,5598,263.557,0.0,1.0,22,2018-07-02
30695,1278,23,59.0,5034,257.488,0.0,1.0,23,2018-07-02
30696,1279,0,59.19,4369,410.058,0.781831,0.62349,0,2018-07-03
30697,1279,1,58.05,3996,434.253,0.781831,0.62349,1,2018-07-03
30698,1279,2,54.19,3749,444.832,0.781831,0.62349,2,2018-07-03
30699,1279,3,53.14,3685,433.593,0.781831,0.62349,3,2018-07-03
30700,1279,4,53.16,3688,403.259,0.781831,0.62349,4,2018-07-03
30701,1279,5,52.02,3708,363.496,0.781831,0.62349,5,2018-07-03
30702,1279,6,59.19,4075,309.67,0.781831,0.62349,6,2018-07-03
30703,1279,7,60.35,4841,256.175,0.781831,0.62349,7,2018-07-03
30704,1279,8,63.45,5632,225.961,0.781831,0.62349,8,2018-07-03
30705,1279,9,63.0,6095,208.699,0.781831,0.62349,9,2018-07-03
30706,1279,10,60.89,6243,194.562,0.781831,0.62349,10,2018-07-03
30707,1279,11,59.0,6400,179.253,0.781831,0.62349,11,2018-07-03
30708,1279,12,58.6,6481,168.256,0.781831,0.62349,12,2018-07-03
30709,1279,13,58.6,6312,169.821,0.781831,0.62349,13,2018-07-03
30710,1279,14,58.6,6382,188.331,0.781831,0.62349,14,2018-07-03
30711,1279,15,58.6,6547,218.476,0.781831,0.62349,15,2018-07-03
30712,1279,16,60.25,6780,244.066,0.781831,0.62349,16,2018-07-03
30713,1279,17,62.7,6749,241.622,0.781831,0.62349,17,2018-07-03
30714,1279,18,63.17,6552,214.955,0.781831,0.62349,18,2018-07-03
30715,1279,19,63.01,6464,177.821,0.781831,0.62349,19,2018-07-03
30716,1279,20,64.01,6335,132.668,0.781831,0.62349,20,2018-07-03
30717,1279,21,65.46,6470,89.639,0.781831,0.62349,21,2018-07-03
30718,1279,22,65.0,6014,68.137,0.781831,0.62349,22,2018-07-03
30719,1279,23,61.45,5326,63.705,0.781831,0.62349,23,2018-07-03
30720,1280,0,70.0,4783,65.004,0.974928,-0.222521,0,2018-07-04
30721,1280,1,70.0,4320,78.058,0.974928,-0.222521,1,2018-07-04
30722,1280,2,61.31,3956,94.909,0.974928,-0.222521,2,2018-07-04
30723,1280,3,59.96,3815,104.896,0.974928,-0.222521,3,2018-07-04
30724,1280,4,59.95,3788,116.31,0.974928,-0.222521,4,2018-07-04
30725,1280,5,59.97,3852,113.236,0.974928,-0.222521,5,2018-07-04
30726,1280,6,67.95,4197,101.89,0.974928,-0.222521,6,2018-07-04
30727,1280,7,71.91,5034,86.078,0.974928,-0.222521,7,2018-07-04
30728,1280,8,83.0,5890,64.58,0.974928,-0.222521,8,2018-07-04
30729,1280,9,80.0,6450,54.741,0.974928,-0.222521,9,2018-07-04
30730,1280,10,75.01,6585,62.047,0.974928,-0.222521,10,2018-07-04
30731,1280,11,73.57,6547,72.427,0.974928,-0.222521,11,2018-07-04
30732,1280,12,69.41,6591,91.738,0.974928,-0.222521,12,2018-07-04
30733,1280,13,69.42,6459,131.477,0.974928,-0.222521,13,2018-07-04
30734,1280,14,76.94,6335,173.756,0.974928,-0.222521,14,2018-07-04
30735,1280,15,75.0,6467,208.235,0.974928,-0.222521,15,2018-07-04
30736,1280,16,76.11,6579,223.084,0.974928,-0.222521,16,2018-07-04
30737,1280,17,80.0,6573,211.438,0.974928,-0.222521,17,2018-07-04
30738,1280,18,76.11,6444,179.464,0.974928,-0.222521,18,2018-07-04
30739,1280,19,80.0,6333,136.059,0.974928,-0.222521,19,2018-07-04
30740,1280,20,77.41,6406,92.541,0.974928,-0.222521,20,2018-07-04
30741,1280,21,76.11,5990,55.259,0.974928,-0.222521,21,2018-07-04
30742,1280,22,72.58,5625,42.14,0.974928,-0.222521,22,2018-07-04
30743,1280,23,69.42,5159,43.422,0.974928,-0.222521,23,2018-07-04
30744,1281,0,70.0,4529,38.119,0.433884,-0.900969,0,2018-07-05
30745,1281,1,63.25,4140,51.661,0.433884,-0.900969,1,2018-07-05
30746,1281,2,59.19,3868,70.654,0.433884,-0.900969,2,2018-07-05
30747,1281,3,56.93,3758,92.909,0.433884,-0.900969,3,2018-07-05
30748,1281,4,56.93,3769,117.413,0.433884,-0.900969,4,2018-07-05
