IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SICI,FUTU__D_SICI,FUTU__WIND_SICI,CONST__wd_sin,CONST__wd_cos,Hour,Date
36013,1500,13,51.72,2157.0,87.618,-0.974928,-0.222521,13,2019-02-09
36014,1500,14,51.72,2152.0,113.821,-0.974928,-0.222521,14,2019-02-09
36015,1500,15,53.53,2121.0,140.949,-0.974928,-0.222521,15,2019-02-09
36016,1500,16,84.99,2117.0,158.523,-0.974928,-0.222521,16,2019-02-09
36017,1500,17,130.27,2316.0,162.393,-0.974928,-0.222521,17,2019-02-09
36018,1500,18,148.27,2556.0,154.453,-0.974928,-0.222521,18,2019-02-09
36019,1500,19,151.86,2692.0,137.227,-0.974928,-0.222521,19,2019-02-09
36020,1500,20,151.86,2680.0,118.078,-0.974928,-0.222521,20,2019-02-09
36021,1500,21,140.0,2485.0,103.505,-0.974928,-0.222521,21,2019-02-09
36022,1500,22,93.82,2271.0,92.53,-0.974928,-0.222521,22,2019-02-09
36023,1500,23,87.77,2026.0,84.845,-0.974928,-0.222521,23,2019-02-09
36024,1501,0,58.0,1890.0,77.316,-0.781831,0.62349,0,2019-02-10
36025,1501,1,52.98,1707.0,79.839,-0.781831,0.62349,1,2019-02-10
36026,1501,2,49.43,1617.0,77.804,-0.781831,0.62349,2,2019-02-10
36027,1501,3,46.4,1521.0,75.587,-0.781831,0.62349,3,2019-02-10
36028,1501,4,45.29,1467.0,81.251,-0.781831,0.62349,4,2019-02-10
36029,1501,5,45.82,1467.0,94.034,-0.781831,0.62349,5,2019-02-10
36030,1501,6,49.98,1526.0,106.046,-0.781831,0.62349,6,2019-02-10
36031,1501,7,53.5,1601.0,111.363,-0.781831,0.62349,7,2019-02-10
36032,1501,8,53.5,1791.0,114.3,-0.781831,0.62349,8,2019-02-10
36033,1501,9,52.5,1811.0,128.891,-0.781831,0.62349,9,2019-02-10
36034,1501,10,49.99,1910.0,158.869,-0.781831,0.62349,10,2019-02-10
36035,1501,11,44.99,1982.0,207.67,-0.781831,0.62349,11,2019-02-10
36036,1501,12,41.32,1977.0,274.112,-0.781831,0.62349,12,2019-02-10
36037,1501,13,30.0,1938.0,337.441,-0.781831,0.62349,13,2019-02-10
36038,1501,14,30.0,1881.0,386.636,-0.781831,0.62349,14,2019-02-10
36039,1501,15,40.95,1875.0,426.034,-0.781831,0.62349,15,2019-02-10
36040,1501,16,47.0,1898.0,459.63,-0.781831,0.62349,16,2019-02-10
36041,1501,17,54.57,2083.0,502.289,-0.781831,0.62349,17,2019-02-10
36042,1501,18,81.0,2328.0,550.513,-0.781831,0.62349,18,2019-02-10
36043,1501,19,82.9,2426.0,587.232,-0.781831,0.62349,19,2019-02-10
36044,1501,20,82.9,2491.0,614.419,-0.781831,0.62349,20,2019-02-10
36045,1501,21,80.0,2375.0,631.058,-0.781831,0.62349,21,2019-02-10
36046,1501,22,56.43,2163.0,635.007,-0.781831,0.62349,22,2019-02-10
36047,1501,23,47.78,1878.0,633.056,-0.781831,0.62349,23,2019-02-10
36048,1502,0,30.0,1691.0,583.118,0.0,1.0,0,2019-02-11
36049,1502,1,24.31,1521.0,586.265,0.0,1.0,1,2019-02-11
36050,1502,2,21.06,1455.0,574.067,0.0,1.0,2,2019-02-11
36051,1502,3,18.72,1435.0,554.822,0.0,1.0,3,2019-02-11
36052,1502,4,20.0,1438.0,545.694,0.0,1.0,4,2019-02-11
36053,1502,5,30.0,1495.0,550.574,0.0,1.0,5,2019-02-11
36054,1502,6,50.92,1655.0,575.051,0.0,1.0,6,2019-02-11
36055,1502,7,55.6,1987.0,606.672,0.0,1.0,7,2019-02-11
36056,1502,8,55.6,2290.0,652.751,0.0,1.0,8,2019-02-11
36057,1502,9,50.89,2405.0,744.987,0.0,1.0,9,2019-02-11
36058,1502,10,49.15,2435.0,878.031,0.0,1.0,10,2019-02-11
36059,1502,11,30.0,2362.0,993.683,0.0,1.0,11,2019-02-11
36060,1502,12,20.0,2307.0,1072.366,0.0,1.0,12,2019-02-11
36061,1502,13,20.0,2230.0,1136.924,0.0,1.0,13,2019-02-11
36062,1502,14,38.86,2291.0,1172.777,0.0,1.0,14,2019-02-11
36063,1502,15,39.45,2313.0,1183.272,0.0,1.0,15,2019-02-11
36064,1502,16,49.65,2347.0,1176.884,0.0,1.0,16,2019-02-11
36065,1502,17,52.92,2465.0,1155.274,0.0,1.0,17,2019-02-11
36066,1502,18,73.97,2652.0,1117.74,0.0,1.0,18,2019-02-11
36067,1502,19,81.0,2792.0,1067.828,0.0,1.0,19,2019-02-11
36068,1502,20,81.0,2756.0,1018.514,0.0,1.0,20,2019-02-11
36069,1502,21,59.4,2602.0,962.442,0.0,1.0,21,2019-02-11
36070,1502,22,51.64,2365.0,905.41,0.0,1.0,22,2019-02-11
36071,1502,23,49.45,2047.0,859.534,0.0,1.0,23,2019-02-11
36072,1503,0,35.15,1736.0,914.26,0.781831,0.62349,0,2019-02-12
36073,1503,1,35.17,1588.0,873.912,0.781831,0.62349,1,2019-02-12
36074,1503,2,35.15,1498.0,864.06,0.781831,0.62349,2,2019-02-12
36075,1503,3,32.0,1471.0,857.122,0.781831,0.62349,3,2019-02-12
36076,1503,4,35.16,1462.0,824.413,0.781831,0.62349,4,2019-02-12
36077,1503,5,35.17,1522.0,799.431,0.781831,0.62349,5,2019-02-12
36078,1503,6,49.18,1712.0,803.9,0.781831,0.62349,6,2019-02-12
36079,1503,7,53.79,2011.0,836.565,0.781831,0.62349,7,2019-02-12
36080,1503,8,49.2,2281.0,884.262,0.781831,0.62349,8,2019-02-12
36081,1503,9,44.48,2437.0,958.119,0.781831,0.62349,9,2019-02-12
36082,1503,10,25.0,2447.0,1048.069,0.781831,0.62349,10,2019-02-12
36083,1503,11,10.0,2372.0,1115.216,0.781831,0.62349,11,2019-02-12
36084,1503,12,10.0,2243.0,1166.694,0.781831,0.62349,12,2019-02-12
36085,1503,13,10.0,2242.0,1198.675,0.781831,0.62349,13,2019-02-12
36086,1503,14,20.0,2170.0,1195.421,0.781831,0.62349,14,2019-02-12
36087,1503,15,25.0,2215.0,1160.773,0.781831,0.62349,15,2019-02-12
36088,1503,16,59.15,2325.0,1095.913,0.781831,0.62349,16,2019-02-12
36089,1503,17,71.95,2470.0,1014.326,0.781831,0.62349,17,2019-02-12
36090,1503,18,119.0,2720.0,950.526,0.781831,0.62349,18,2019-02-12
36091,1503,19,151.86,2828.0,922.086,0.781831,0.62349,19,2019-02-12
36092,1503,20,135.12,2806.0,911.167,0.781831,0.62349,20,2019-02-12
36093,1503,21,118.23,2640.0,901.305,0.781831,0.62349,21,2019-02-12
36094,1503,22,55.52,2403.0,886.324,0.781831,0.62349,22,2019-02-12
36095,1503,23,49.4,2085.0,872.099,0.781831,0.62349,23,2019-02-12
36096,1504,0,44.29,1823.0,975.076,0.974928,-0.222521,0,2019-02-13
36097,1504,1,42.58,1597.0,976.457,0.974928,-0.222521,1,2019-02-13
36098,1504,2,38.52,1526.0,1005.55,0.974928,-0.222521,2,2019-02-13
36099,1504,3,38.31,1492.0,1026.984,0.974928,-0.222521,3,2019-02-13
36100,1504,4,38.52,1518.0,1044.374,0.974928,-0.222521,4,2019-02-13
36101,1504,5,38.54,1587.0,1065.501,0.974928,-0.222521,5,2019-02-13
36102,1504,6,55.11,1805.0,1084.291,0.974928,-0.222521,6,2019-02-13
36103,1504,7,61.2,2146.0,1111.5,0.974928,-0.222521,7,2019-02-13
36104,1504,8,49.55,2400.0,1163.298,0.974928,-0.222521,8,2019-02-13
36105,1504,9,49.15,2385.0,1225.981,0.974928,-0.222521,9,2019-02-13
36106,1504,10,10.0,2241.0,1257.713,0.974928,-0.222521,10,2019-02-13
36107,1504,11,10.0,2152.0,1263.103,0.974928,-0.222521,11,2019-02-13
36108,1504,12,10.0,2155.0,1267.438,0.974928,-0.222521,12,2019-02-13
36109,1504,13,10.0,2168.0,1290.38,0.974928,-0.222521,13,2019-02-13
36110,1504,14,11.0,2005.0,1309.608,0.974928,-0.222521,14,2019-02-13
36111,1504,15,49.34,2068.0,1307.444,0.974928,-0.222521,15,2019-02-13
36112,1504,16,53.75,2177.0,1282.2,0.974928,-0.222521,16,2019-02-13
36113,1504,17,67.0,2367.0,1243.086,0.974928,-0.222521,17,2019-02-13
36114,1504,18,77.13,2651.0,1199.173,0.974928,-0.222521,18,2019-02-13
36115,1504,19,124.3,2758.0,1155.56,0.974928,-0.222521,19,2019-02-13
36116,1504,20,124.3,2733.0,1116.444,0.974928,-0.222521,20,2019-02-13
36117,1504,21,70.3,2561.0,1076.23,0.974928,-0.222521,21,2019-02-13
36118,1504,22,53.65,2322.0,1038.772,0.974928,-0.222521,22,2019-02-13
36119,1504,23,49.04,2017.0,996.008,0.974928,-0.222521,23,2019-02-13
36120,1505,0,47.67,1777.0,1068.097,0.433884,-0.900969,0,2019-02-14
36121,1505,1,47.16,1588.0,1018.615,0.433884,-0.900969,1,2019-02-14
36122,1505,2,44.62,1535.0,972.841,0.433884,-0.900969,2,2019-02-14
36123,1505,3,42.0,1498.0,930.945,0.433884,-0.900969,3,2019-02-14
36124,1505,4,42.6,1458.0,890.199,0.433884,-0.900969,4,2019-02-14
36125,1505,5,47.11,1557.0,851.073,0.433884,-0.900969,5,2019-02-14
36126,1505,6,61.39,1815.0,800.493,0.433884,-0.900969,6,2019-02-14
36127,1505,7,63.05,2231.0,733.649,0.433884,-0.900969,7,2019-02-14
36128,1505,8,44.45,2395.0,672.036,0.433884,-0.900969,8,2019-02-14
36129,1505,9,44.41,2426.0,643.174,0.433884,-0.900969,9,2019-02-14
36130,1505,10,10.0,2346.0,643.412,0.433884,-0.900969,10,2019-02-14
36131,1505,11,10.0,2163.0,668.016,0.433884,-0.900969,11,2019-02-14
36132,1505,12,10.0,2152.0,708.182,0.433884,-0.900969,12,2019-02-14
36133,1505,13,10.0,2105.0,745.282,0.433884,-0.900969,13,2019-02-14
36134,1505,14,29.61,2240.0,770.953,0.433884,-0.900969,14,2019-02-14
36135,1505,15,50.15,2287.0,773.04,0.433884,-0.900969,15,2019-02-14
36136,1505,16,53.15,2272.0,743.474,0.433884,-0.900969,16,2019-02-14
36137,1505,17,93.74,2408.0,704.914,0.433884,-0.900969,17,2019-02-14
36138,1505,18,131.0,2707.0,670.207,0.433884,-0.900969,18,2019-02-14
36139,1505,19,140.02,2855.0,625.754,0.433884,-0.900969,19,2019-02-14
36140,1505,20,135.12,2871.0,573.317,0.433884,-0.900969,20,2019-02-14
36141,1505,21,123.8,2736.0,526.787,0.433884,-0.900969,21,2019-02-14
36142,1505,22,93.74,2483.0,496.572,0.433884,-0.900969,22,2019-02-14
36143,1505,23,49.77,2181.0,483.82,0.433884,-0.900969,23,2019-02-14
36144,1506,0,40.89,1706.0,583.589,-0.433884,-0.900969,0,2019-02-15
36145,1506,1,40.89,1515.0,586.979,-0.433884,-0.900969,1,2019-02-15
36146,1506,2,40.52,1461.0,580.455,-0.433884,-0.900969,2,2019-02-15
36147,1506,3,40.52,1417.0,570.371,-0.433884,-0.900969,3,2019-02-15
36148,1506,4,40.52,1435.0,563.388,-0.433884,-0.900969,4,2019-02-15
36149,1506,5,40.52,1540.0,548.996,-0.433884,-0.900969,5,2019-02-15
36150,1506,6,48.11,1743.0,522.072,-0.433884,-0.900969,6,2019-02-15
36151,1506,7,81.0,2110.0,487.701,-0.433884,-0.900969,7,2019-02-15
36152,1506,8,48.17,2310.0,443.943,-0.433884,-0.900969,8,2019-02-15
36153,1506,9,48.12,2385.0,404.794,-0.433884,-0.900969,9,2019-02-15
36154,1506,10,11.0,2352.0,395.85,-0.433884,-0.900969,10,2019-02-15
36155,1506,11,10.0,2241.0,414.475,-0.433884,-0.900969,11,2019-02-15
36156,1506,12,9.9,2230.0,454.798,-0.433884,-0.900969,12,2019-02-15
36157,1506,13,9.0,2118.0,511.885,-0.433884,-0.900969,13,2019-02-15
36158,1506,14,10.0,2196.0,570.179,-0.433884,-0.900969,14,2019-02-15
36159,1506,15,48.13,2222.0,616.494,-0.433884,-0.900969,15,2019-02-15
36160,1506,16,58.38,2227.0,643.326,-0.433884,-0.900969,16,2019-02-15
36161,1506,17,81.0,2442.0,671.676,-0.433884,-0.900969,17,2019-02-15
36162,1506,18,135.12,2715.0,711.244,-0.433884,-0.900969,18,2019-02-15
36163,1506,19,137.0,2806.0,750.7,-0.433884,-0.900969,19,2019-02-15
36164,1506,20,135.12,2767.0,757.942,-0.433884,-0.900969,20,2019-02-15
36165,1506,21,100.51,2596.0,721.361,-0.433884,-0.900969,21,2019-02-15
36166,1506,22,81.45,2362.0,661.699,-0.433884,-0.900969,22,2019-02-15
36167,1506,23,49.99,2068.0,581.596,-0.433884,-0.900969,23,2019-02-15
36168,1507,0,41.49,1806.0,594.629,-0.974928,-0.222521,0,2019-02-16
36169,1507,1,41.48,1640.0,563.907,-0.974928,-0.222521,1,2019-02-16
36170,1507,2,41.48,1537.0,512.81,-0.974928,-0.222521,2,2019-02-16
36171,1507,3,41.47,1505.0,475.516,-0.974928,-0.222521,3,2019-02-16
36172,1507,4,41.47,1500.0,441.796,-0.974928,-0.222521,4,2019-02-16
36173,1507,5,41.48,1540.0,413.584,-0.974928,-0.222521,5,2019-02-16
36174,1507,6,44.16,1655.0,403.787,-0.974928,-0.222521,6,2019-02-16
36175,1507,7,48.52,1837.0,395.434,-0.974928,-0.222521,7,2019-02-16
36176,1507,8,48.52,2128.0,390.776,-0.974928,-0.222521,8,2019-02-16
36177,1507,9,46.52,2251.0,401.449,-0.974928,-0.222521,9,2019-02-16
36178,1507,10,44.16,2251.0,414.152,-0.974928,-0.222521,10,2019-02-16
36179,1507,11,41.48,2115.0,400.66,-0.974928,-0.222521,11,2019-02-16
36180,1507,12,41.48,2158.0,368.177,-0.974928,-0.222521,12,2019-02-16
36181,1507,13,40.8,2085.0,341.425,-0.974928,-0.222521,13,2019-02-16
36182,1507,14,41.46,2058.0,321.38,-0.974928,-0.222521,14,2019-02-16
36183,1507,15,45.0,2151.0,304.367,-0.974928,-0.222521,15,2019-02-16
36184,1507,16,81.0,2235.0,284.563,-0.974928,-0.222521,16,2019-02-16
36185,1507,17,134.48,2420.0,263.458,-0.974928,-0.222521,17,2019-02-16
36186,1507,18,151.86,2706.0,247.225,-0.974928,-0.222521,18,2019-02-16
36187,1507,19,151.86,2788.0,223.6,-0.974928,-0.222521,19,2019-02-16
36188,1507,20,151.86,2751.0,189.082,-0.974928,-0.222521,20,2019-02-16
36189,1507,21,134.48,2541.0,154.657,-0.974928,-0.222521,21,2019-02-16
36190,1507,22,93.74,2316.0,126.63,-0.974928,-0.222521,22,2019-02-16
36191,1507,23,92.48,2115.0,107.815,-0.974928,-0.222521,23,2019-02-16
36192,1508,0,57.98,1813.0,98.723,-0.781831,0.62349,0,2019-02-17
36193,1508,1,63.1,1671.0,95.691,-0.781831,0.62349,1,2019-02-17
36194,1508,2,62.2,1545.0,92.892,-0.781831,0.62349,2,2019-02-17
36195,1508,3,62.2,1485.0,90.244,-0.781831,0.62349,3,2019-02-17
36196,1508,4,62.2,1422.0,86.513,-0.781831,0.62349,4,2019-02-17
36197,1508,5,60.13,1430.0,84.373,-0.781831,0.62349,5,2019-02-17
36198,1508,6,62.2,1486.0,81.249,-0.781831,0.62349,6,2019-02-17
36199,1508,7,62.2,1543.0,72.742,-0.781831,0.62349,7,2019-02-17
36200,1508,8,65.0,1725.0,62.11,-0.781831,0.62349,8,2019-02-17
36201,1508,9,63.54,1907.0,57.338,-0.781831,0.62349,9,2019-02-17
36202,1508,10,61.2,1952.0,55.991,-0.781831,0.62349,10,2019-02-17
36203,1508,11,57.58,1913.0,56.588,-0.781831,0.62349,11,2019-02-17
36204,1508,12,57.57,1918.0,63.55,-0.781831,0.62349,12,2019-02-17
36205,1508,13,52.3,1831.0,78.752,-0.781831,0.62349,13,2019-02-17
36206,1508,14,57.0,1682.0,101.855,-0.781831,0.62349,14,2019-02-17
36207,1508,15,62.2,1733.0,123.698,-0.781831,0.62349,15,2019-02-17
36208,1508,16,61.25,1820.0,133.758,-0.781831,0.62349,16,2019-02-17
36209,1508,17,92.49,2003.0,131.803,-0.781831,0.62349,17,2019-02-17
36210,1508,18,134.49,2292.0,124.04,-0.781831,0.62349,18,2019-02-17
36211,1508,19,135.12,2400.0,107.22,-0.781831,0.62349,19,2019-02-17
36212,1508,20,150.0,2445.0,83.278,-0.781831,0.62349,20,2019-02-17
36213,1508,21,134.49,2328.0,65.706,-0.781831,0.62349,21,2019-02-17
36214,1508,22,93.74,2123.0,56.12,-0.781831,0.62349,22,2019-02-17
36215,1508,23,91.23,1882.0,51.867,-0.781831,0.62349,23,2019-02-17
36216,1509,0,50.36,1665.0,43.166,0.0,1.0,0,2019-02-18
36217,1509,1,48.76,1513.0,46.329,0.0,1.0,1,2019-02-18
36218,1509,2,44.81,1422.0,49.296,0.0,1.0,2,2019-02-18
36219,1509,3,42.79,1373.0,51.855,0.0,1.0,3,2019-02-18
36220,1509,4,44.99,1385.0,55.866,0.0,1.0,4,2019-02-18
36221,1509,5,48.38,1465.0,61.56,0.0,1.0,5,2019-02-18
36222,1509,6,59.47,1670.0,64.145,0.0,1.0,6,2019-02-18
36223,1509,7,93.73,1973.0,61.833,0.0,1.0,7,2019-02-18
36224,1509,8,99.3,2241.0,54.921,0.0,1.0,8,2019-02-18
36225,1509,9,93.73,2238.0,49.665,0.0,1.0,9,2019-02-18
36226,1509,10,56.51,2057.0,48.605,0.0,1.0,10,2019-02-18
36227,1509,11,52.04,2050.0,49.805,0.0,1.0,11,2019-02-18
36228,1509,12,52.04,2008.0,52.808,0.0,1.0,12,2019-02-18
36229,1509,13,52.04,2120.0,54.434,0.0,1.0,13,2019-02-18
36230,1509,14,52.05,2180.0,56.488,0.0,1.0,14,2019-02-18
36231,1509,15,60.1,2223.0,59.149,0.0,1.0,15,2019-02-18
36232,1509,16,93.73,2258.0,61.417,0.0,1.0,16,2019-02-18
36233,1509,17,133.54,2450.0,66.474,0.0,1.0,17,2019-02-18
36234,1509,18,152.86,2722.0,69.347,0.0,1.0,18,2019-02-18
36235,1509,19,152.86,2795.0,64.962,0.0,1.0,19,2019-02-18
36236,1509,20,152.86,2757.0,59.745,0.0,1.0,20,2019-02-18
36237,1509,21,151.86,2587.0,59.83,0.0,1.0,21,2019-02-18
36238,1509,22,93.73,2327.0,64.897,0.0,1.0,22,2019-02-18
36239,1509,23,90.2,2026.0,74.296,0.0,1.0,23,2019-02-18
36240,1510,0,53.44,1805.0,80.559,0.781831,0.62349,0,2019-02-19
36241,1510,1,53.16,1645.0,84.083,0.781831,0.62349,1,2019-02-19
36242,1510,2,50.91,1538.0,80.037,0.781831,0.62349,2,2019-02-19
36243,1510,3,49.95,1483.0,77.244,0.781831,0.62349,3,2019-02-19
36244,1510,4,49.67,1485.0,79.032,0.781831,0.62349,4,2019-02-19
36245,1510,5,52.86,1565.0,83.483,0.781831,0.62349,5,2019-02-19
36246,1510,6,53.0,1746.0,86.615,0.781831,0.62349,6,2019-02-19
36247,1510,7,76.0,2033.0,86.01,0.781831,0.62349,7,2019-02-19
36248,1510,8,52.15,2272.0,82.998,0.781831,0.62349,8,2019-02-19
36249,1510,9,51.7,2313.0,83.237,0.781831,0.62349,9,2019-02-19
36250,1510,10,46.77,2201.0,84.489,0.781831,0.62349,10,2019-02-19
36251,1510,11,44.03,2132.0,83.775,0.781831,0.62349,11,2019-02-19
36252,1510,12,44.03,2078.0,83.673,0.781831,0.62349,12,2019-02-19
36253,1510,13,44.03,2085.0,81.969,0.781831,0.62349,13,2019-02-19
36254,1510,14,44.03,2117.0,80.66,0.781831,0.62349,14,2019-02-19
36255,1510,15,46.17,2165.0,79.815,0.781831,0.62349,15,2019-02-19
36256,1510,16,52.14,2221.0,76.107,0.781831,0.62349,16,2019-02-19
36257,1510,17,86.0,2411.0,70.846,0.781831,0.62349,17,2019-02-19
36258,1510,18,90.0,2727.0,63.782,0.781831,0.62349,18,2019-02-19
36259,1510,19,110.0,2851.0,52.7,0.781831,0.62349,19,2019-02-19
36260,1510,20,90.57,2806.0,44.256,0.781831,0.62349,20,2019-02-19
36261,1510,21,70.0,2627.0,42.261,0.781831,0.62349,21,2019-02-19
36262,1510,22,47.77,2360.0,43.267,0.781831,0.62349,22,2019-02-19
36263,1510,23,44.03,2063.0,46.431,0.781831,0.62349,23,2019-02-19
36264,1511,0,54.33,1822.0,44.061,0.974928,-0.222521,0,2019-02-20
36265,1511,1,53.99,1668.0,49.716,0.974928,-0.222521,1,2019-02-20
36266,1511,2,49.0,1573.0,55.418,0.974928,-0.222521,2,2019-02-20
36267,1511,3,49.0,1530.0,59.348,0.974928,-0.222521,3,2019-02-20
36268,1511,4,51.91,1535.0,63.297,0.974928,-0.222521,4,2019-02-20
36269,1511,5,54.33,1621.0,67.655,0.974928,-0.222521,5,2019-02-20
36270,1511,6,63.1,1841.0,67.091,0.974928,-0.222521,6,2019-02-20
36271,1511,7,93.75,2170.0,58.487,0.974928,-0.222521,7,2019-02-20
36272,1511,8,63.12,2360.0,45.559,0.974928,-0.222521,8,2019-02-20
36273,1511,9,61.65,2402.0,32.705,0.974928,-0.222521,9,2019-02-20
36274,1511,10,57.97,2347.0,21.664,0.974928,-0.222521,10,2019-02-20
36275,1511,11,54.46,2225.0,16.234,0.974928,-0.222521,11,2019-02-20
36276,1511,12,50.92,2240.0,18.398,0.974928,-0.222521,12,2019-02-20
36277,1511,13,50.0,2120.0,26.164,0.974928,-0.222521,13,2019-02-20
36278,1511,14,54.46,2202.0,40.471,0.974928,-0.222521,14,2019-02-20
36279,1511,15,55.66,2251.0,58.379,0.974928,-0.222521,15,2019-02-20
36280,1511,16,81.0,2406.0,70.205,0.974928,-0.222521,16,2019-02-20
36281,1511,17,93.75,2553.0,73.758,0.974928,-0.222521,17,2019-02-20
36282,1511,18,149.6,2812.0,73.501,0.974928,-0.222521,18,2019-02-20
36283,1511,19,152.86,2972.0,69.268,0.974928,-0.222521,19,2019-02-20
36284,1511,20,152.86,2970.0,62.337,0.974928,-0.222521,20,2019-02-20
36285,1511,21,151.86,2807.0,57.609,0.974928,-0.222521,21,2019-02-20
36286,1511,22,93.75,2575.0,54.863,0.974928,-0.222521,22,2019-02-20
36287,1511,23,86.0,2233.0,52.528,0.974928,-0.222521,23,2019-02-20
36288,1512,0,59.33,1828.0,52.469,0.433884,-0.900969,0,2019-02-21
36289,1512,1,61.0,1672.0,45.736,0.433884,-0.900969,1,2019-02-21
36290,1512,2,55.99,1578.0,43.228,0.433884,-0.900969,2,2019-02-21
36291,1512,3,55.11,1535.0,45.799,0.433884,-0.900969,3,2019-02-21
36292,1512,4,55.66,1518.0,54.799,0.433884,-0.900969,4,2019-02-21
36293,1512,5,61.65,1586.0,68.449,0.433884,-0.900969,5,2019-02-21
36294,1512,6,69.8,1796.0,82.56,0.433884,-0.900969,6,2019-02-21
36295,1512,7,89.9,2125.0,83.284,0.433884,-0.900969,7,2019-02-21
36296,1512,8,81.0,2285.0,67.551,0.433884,-0.900969,8,2019-02-21
36297,1512,9,66.48,2350.0,48.303,0.433884,-0.900969,9,2019-02-21
36298,1512,10,58.99,2368.0,34.576,0.433884,-0.900969,10,2019-02-21
36299,1512,11,55.2,2228.0,31.892,0.433884,-0.900969,11,2019-02-21
36300,1512,12,51.3,2122.0,42.533,0.433884,-0.900969,12,2019-02-21
36301,1512,13,51.52,2030.0,66.166,0.433884,-0.900969,13,2019-02-21
36302,1512,14,54.75,2096.0,102.679,0.433884,-0.900969,14,2019-02-21
36303,1512,15,56.17,2196.0,146.078,0.433884,-0.900969,15,2019-02-21
36304,1512,16,62.51,2361.0,178.751,0.433884,-0.900969,16,2019-02-21
36305,1512,17,91.63,2516.0,193.121,0.433884,-0.900969,17,2019-02-21
36306,1512,18,134.63,2765.0,196.525,0.433884,-0.900969,18,2019-02-21
36307,1512,19,150.5,2932.0,193.268,0.433884,-0.900969,19,2019-02-21
36308,1512,20,148.63,2910.0,180.543,0.433884,-0.900969,20,2019-02-21
36309,1512,21,148.63,2748.0,162.845,0.433884,-0.900969,21,2019-02-21
36310,1512,22,91.63,2536.0,148.841,0.433884,-0.900969,22,2019-02-21
36311,1512,23,79.99,2210.0,140.673,0.433884,-0.900969,23,2019-02-21
36312,1513,0,61.65,1775.0,151.924,-0.433884,-0.900969,0,2019-02-22
36313,1513,1,61.65,1605.0,162.6,-0.433884,-0.900969,1,2019-02-22
36314,1513,2,55.99,1527.0,186.399,-0.433884,-0.900969,2,2019-02-22
36315,1513,3,50.75,1487.0,207.453,-0.433884,-0.900969,3,2019-02-22
36316,1513,4,51.48,1493.0,217.74,-0.433884,-0.900969,4,2019-02-22
36317,1513,5,60.0,1555.0,223.592,-0.433884,-0.900969,5,2019-02-22
36318,1513,6,63.0,1763.0,227.106,-0.433884,-0.900969,6,2019-02-22
36319,1513,7,85.0,2083.0,227.759,-0.433884,-0.900969,7,2019-02-22
36320,1513,8,81.0,2331.0,233.149,-0.433884,-0.900969,8,2019-02-22
36321,1513,9,60.16,2397.0,251.494,-0.433884,-0.900969,9,2019-02-22
36322,1513,10,60.13,2372.0,280.488,-0.433884,-0.900969,10,2019-02-22
36323,1513,11,56.75,2260.0,314.95,-0.433884,-0.900969,11,2019-02-22
36324,1513,12,53.84,2223.0,354.429,-0.433884,-0.900969,12,2019-02-22
36325,1513,13,51.42,2162.0,412.345,-0.433884,-0.900969,13,2019-02-22
36326,1513,14,53.77,2183.0,491.002,-0.433884,-0.900969,14,2019-02-22
36327,1513,15,55.0,2183.0,554.068,-0.433884,-0.900969,15,2019-02-22
36328,1513,16,57.14,2347.0,570.005,-0.433884,-0.900969,16,2019-02-22
36329,1513,17,81.0,2420.0,531.329,-0.433884,-0.900969,17,2019-02-22
36330,1513,18,109.63,2637.0,481.468,-0.433884,-0.900969,18,2019-02-22
36331,1513,19,133.66,2772.0,451.143,-0.433884,-0.900969,19,2019-02-22
36332,1513,20,133.66,2735.0,435.008,-0.433884,-0.900969,20,2019-02-22
36333,1513,21,93.8,2578.0,430.352,-0.433884,-0.900969,21,2019-02-22
36334,1513,22,80.35,2376.0,419.709,-0.433884,-0.900969,22,2019-02-22
36335,1513,23,47.73,2062.0,402.627,-0.433884,-0.900969,23,2019-02-22
36336,1514,0,43.61,1801.0,490.064,-0.974928,-0.222521,0,2019-02-23
36337,1514,1,43.23,1623.0,573.108,-0.974928,-0.222521,1,2019-02-23
36338,1514,2,41.25,1536.0,678.868,-0.974928,-0.222521,2,2019-02-23
36339,1514,3,39.02,1487.0,784.411,-0.974928,-0.222521,3,2019-02-23
36340,1514,4,35.49,1481.0,877.03,-0.974928,-0.222521,4,2019-02-23
36341,1514,5,36.76,1535.0,947.42,-0.974928,-0.222521,5,2019-02-23
36342,1514,6,43.88,1671.0,987.865,-0.974928,-0.222521,6,2019-02-23
36343,1514,7,43.9,1860.0,1023.641,-0.974928,-0.222521,7,2019-02-23
36344,1514,8,43.9,2175.0,1091.437,-0.974928,-0.222521,8,2019-02-23
36345,1514,9,43.6,2221.0,1154.08,-0.974928,-0.222521,9,2019-02-23
36346,1514,10,39.53,2130.0,1174.967,-0.974928,-0.222521,10,2019-02-23
36347,1514,11,20.01,2100.0,1197.97,-0.974928,-0.222521,11,2019-02-23
36348,1514,12,20.01,1947.0,1241.373,-0.974928,-0.222521,12,2019-02-23
36349,1514,13,20.01,1920.0,1267.134,-0.974928,-0.222521,13,2019-02-23
36350,1514,14,30.0,1930.0,1262.824,-0.974928,-0.222521,14,2019-02-23
36351,1514,15,39.52,1991.0,1240.505,-0.974928,-0.222521,15,2019-02-23
36352,1514,16,45.08,2150.0,1210.605,-0.974928,-0.222521,16,2019-02-23
