IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CNOR,FUTU__D_CNOR,FUTU__WIND_CNOR,CONST__wd_sin,CONST__wd_cos,Hour,Date
29795,1241,11,51.95,3467.0,1.29,-0.974928,-0.222521,11,2018-05-26
29796,1241,12,45.27,3291.0,0.775,-0.974928,-0.222521,12,2018-05-26
29797,1241,13,39.15,3082.0,0.919,-0.974928,-0.222521,13,2018-05-26
29798,1241,14,40.52,2831.0,1.269,-0.974928,-0.222521,14,2018-05-26
29799,1241,15,43.92,2927.0,2.01,-0.974928,-0.222521,15,2018-05-26
29800,1241,16,49.13,2976.0,3.122,-0.974928,-0.222521,16,2018-05-26
29801,1241,17,54.62,2994.0,3.89,-0.974928,-0.222521,17,2018-05-26
29802,1241,18,59.61,3017.0,4.026,-0.974928,-0.222521,18,2018-05-26
29803,1241,19,79.76,3170.0,3.483,-0.974928,-0.222521,19,2018-05-26
29804,1241,20,81.36,3279.0,2.661,-0.974928,-0.222521,20,2018-05-26
29805,1241,21,80.95,3301.0,2.411,-0.974928,-0.222521,21,2018-05-26
29806,1241,22,79.36,3164.0,2.569,-0.974928,-0.222521,22,2018-05-26
29807,1241,23,54.62,2890.0,2.596,-0.974928,-0.222521,23,2018-05-26
29808,1242,0,54.62,2606.0,5.309,-0.781831,0.62349,0,2018-05-27
29809,1242,1,53.12,2409.0,4.244,-0.781831,0.62349,1,2018-05-27
29810,1242,2,31.66,2315.0,3.118,-0.781831,0.62349,2,2018-05-27
29811,1242,3,31.06,2289.0,3.399,-0.781831,0.62349,3,2018-05-27
29812,1242,4,34.2,2254.0,4.451,-0.781831,0.62349,4,2018-05-27
29813,1242,5,43.9,2266.0,5.035,-0.781831,0.62349,5,2018-05-27
29814,1242,6,39.13,2151.0,4.85,-0.781831,0.62349,6,2018-05-27
29815,1242,7,39.13,2303.0,5.104,-0.781831,0.62349,7,2018-05-27
29816,1242,8,36.71,2451.0,4.27,-0.781831,0.62349,8,2018-05-27
29817,1242,9,38.0,2658.0,2.286,-0.781831,0.62349,9,2018-05-27
29818,1242,10,40.33,2776.0,1.162,-0.781831,0.62349,10,2018-05-27
29819,1242,11,37.51,2791.0,0.753,-0.781831,0.62349,11,2018-05-27
29820,1242,12,34.5,2711.0,0.925,-0.781831,0.62349,12,2018-05-27
29821,1242,13,26.24,2532.0,1.334,-0.781831,0.62349,13,2018-05-27
29822,1242,14,24.52,2477.0,1.997,-0.781831,0.62349,14,2018-05-27
29823,1242,15,37.22,2393.0,3.141,-0.781831,0.62349,15,2018-05-27
29824,1242,16,43.92,2514.0,5.265,-0.781831,0.62349,16,2018-05-27
29825,1242,17,48.9,2600.0,6.723,-0.781831,0.62349,17,2018-05-27
29826,1242,18,54.12,2825.0,5.969,-0.781831,0.62349,18,2018-05-27
29827,1242,19,61.75,2997.0,4.841,-0.781831,0.62349,19,2018-05-27
29828,1242,20,79.36,3139.0,4.685,-0.781831,0.62349,20,2018-05-27
29829,1242,21,79.76,3207.0,5.627,-0.781831,0.62349,21,2018-05-27
29830,1242,22,79.36,2977.0,7.107,-0.781831,0.62349,22,2018-05-27
29831,1242,23,55.0,2686.0,7.693,-0.781831,0.62349,23,2018-05-27
29832,1243,0,60.81,2470.0,7.828,0.0,1.0,0,2018-05-28
29833,1243,1,29.36,2293.0,9.126,0.0,1.0,1,2018-05-28
29834,1243,2,33.0,2176.0,10.432,0.0,1.0,2,2018-05-28
29835,1243,3,27.56,2136.0,11.797,0.0,1.0,3,2018-05-28
29836,1243,4,28.51,2196.0,10.53,0.0,1.0,4,2018-05-28
29837,1243,5,54.01,2256.0,8.342,0.0,1.0,5,2018-05-28
29838,1243,6,55.01,2659.0,6.992,0.0,1.0,6,2018-05-28
29839,1243,7,63.58,3300.0,4.977,0.0,1.0,7,2018-05-28
29840,1243,8,66.61,3902.0,3.023,0.0,1.0,8,2018-05-28
29841,1243,9,63.9,4041.0,1.912,0.0,1.0,9,2018-05-28
29842,1243,10,60.15,4143.0,1.451,0.0,1.0,10,2018-05-28
29843,1243,11,59.5,4169.0,2.575,0.0,1.0,11,2018-05-28
29844,1243,12,57.0,4110.0,4.754,0.0,1.0,12,2018-05-28
29845,1243,13,55.84,4097.0,6.61,0.0,1.0,13,2018-05-28
29846,1243,14,60.15,4478.0,8.232,0.0,1.0,14,2018-05-28
29847,1243,15,60.81,4686.0,10.005,0.0,1.0,15,2018-05-28
29848,1243,16,63.37,4753.0,12.442,0.0,1.0,16,2018-05-28
29849,1243,17,63.37,4662.0,12.162,0.0,1.0,17,2018-05-28
29850,1243,18,66.61,4401.0,8.763,0.0,1.0,18,2018-05-28
29851,1243,19,71.77,4314.0,7.688,0.0,1.0,19,2018-05-28
29852,1243,20,77.33,4050.0,7.143,0.0,1.0,20,2018-05-28
29853,1243,21,68.47,4094.0,6.137,0.0,1.0,21,2018-05-28
29854,1243,22,63.37,3811.0,6.116,0.0,1.0,22,2018-05-28
29855,1243,23,55.01,3419.0,5.984,0.0,1.0,23,2018-05-28
29856,1244,0,59.39,3045.0,2.645,0.781831,0.62349,0,2018-05-29
29857,1244,1,58.51,2820.0,2.779,0.781831,0.62349,1,2018-05-29
29858,1244,2,53.99,2647.0,2.827,0.781831,0.62349,2,2018-05-29
29859,1244,3,52.81,2576.0,3.496,0.781831,0.62349,3,2018-05-29
29860,1244,4,50.19,2610.0,3.941,0.781831,0.62349,4,2018-05-29
29861,1244,5,54.01,2617.0,4.196,0.781831,0.62349,5,2018-05-29
29862,1244,6,60.99,3012.0,5.01,0.781831,0.62349,6,2018-05-29
29863,1244,7,65.91,3612.0,5.793,0.781831,0.62349,7,2018-05-29
29864,1244,8,80.0,4165.0,4.889,0.781831,0.62349,8,2018-05-29
29865,1244,9,66.61,4287.0,2.889,0.781831,0.62349,9,2018-05-29
29866,1244,10,64.5,4347.0,2.159,0.781831,0.62349,10,2018-05-29
29867,1244,11,59.14,4405.0,2.015,0.781831,0.62349,11,2018-05-29
29868,1244,12,55.01,4411.0,2.591,0.781831,0.62349,12,2018-05-29
29869,1244,13,55.27,4340.0,3.971,0.781831,0.62349,13,2018-05-29
29870,1244,14,58.17,4593.0,5.068,0.781831,0.62349,14,2018-05-29
29871,1244,15,60.1,4710.0,6.229,0.781831,0.62349,15,2018-05-29
29872,1244,16,65.21,4735.0,6.973,0.781831,0.62349,16,2018-05-29
29873,1244,17,63.26,4588.0,6.521,0.781831,0.62349,17,2018-05-29
29874,1244,18,66.11,4370.0,5.23,0.781831,0.62349,18,2018-05-29
29875,1244,19,70.77,4296.0,4.436,0.781831,0.62349,19,2018-05-29
29876,1244,20,81.2,3986.0,4.78,0.781831,0.62349,20,2018-05-29
29877,1244,21,80.0,3998.0,4.969,0.781831,0.62349,21,2018-05-29
29878,1244,22,63.26,3740.0,4.47,0.781831,0.62349,22,2018-05-29
29879,1244,23,55.01,3359.0,4.26,0.781831,0.62349,23,2018-05-29
29880,1245,0,54.54,3056.0,5.292,0.974928,-0.222521,0,2018-05-30
29881,1245,1,47.04,2848.0,7.796,0.974928,-0.222521,1,2018-05-30
29882,1245,2,42.11,2732.0,10.381,0.974928,-0.222521,2,2018-05-30
29883,1245,3,40.0,2652.0,11.848,0.974928,-0.222521,3,2018-05-30
29884,1245,4,38.98,2693.0,13.35,0.974928,-0.222521,4,2018-05-30
29885,1245,5,43.6,2761.0,15.022,0.974928,-0.222521,5,2018-05-30
29886,1245,6,55.04,2993.0,14.715,0.974928,-0.222521,6,2018-05-30
29887,1245,7,62.14,3602.0,12.963,0.974928,-0.222521,7,2018-05-30
29888,1245,8,75.0,4124.0,10.436,0.974928,-0.222521,8,2018-05-30
29889,1245,9,67.45,4293.0,7.892,0.974928,-0.222521,9,2018-05-30
29890,1245,10,60.18,4465.0,6.417,0.974928,-0.222521,10,2018-05-30
29891,1245,11,58.21,4468.0,5.871,0.974928,-0.222521,11,2018-05-30
29892,1245,12,56.22,4325.0,6.177,0.974928,-0.222521,12,2018-05-30
29893,1245,13,56.53,4196.0,6.918,0.974928,-0.222521,13,2018-05-30
29894,1245,14,57.24,4501.0,8.233,0.974928,-0.222521,14,2018-05-30
29895,1245,15,60.81,4692.0,14.105,0.974928,-0.222521,15,2018-05-30
29896,1245,16,63.61,4784.0,13.787,0.974928,-0.222521,16,2018-05-30
29897,1245,17,63.37,4770.0,7.368,0.974928,-0.222521,17,2018-05-30
29898,1245,18,66.66,4489.0,6.086,0.974928,-0.222521,18,2018-05-30
29899,1245,19,70.84,4375.0,6.216,0.974928,-0.222521,19,2018-05-30
29900,1245,20,70.84,4160.0,6.435,0.974928,-0.222521,20,2018-05-30
29901,1245,21,68.47,4272.0,5.866,0.974928,-0.222521,21,2018-05-30
29902,1245,22,61.78,4014.0,4.944,0.974928,-0.222521,22,2018-05-30
29903,1245,23,55.01,3641.0,4.273,0.974928,-0.222521,23,2018-05-30
29904,1246,0,58.08,3121.0,2.86,0.433884,-0.900969,0,2018-05-31
29905,1246,1,47.44,2874.0,2.721,0.433884,-0.900969,1,2018-05-31
29906,1246,2,42.75,2718.0,2.761,0.433884,-0.900969,2,2018-05-31
29907,1246,3,40.72,2713.0,2.827,0.433884,-0.900969,3,2018-05-31
29908,1246,4,41.19,2713.0,2.741,0.433884,-0.900969,4,2018-05-31
29909,1246,5,40.86,2773.0,2.58,0.433884,-0.900969,5,2018-05-31
29910,1246,6,63.26,3065.0,2.556,0.433884,-0.900969,6,2018-05-31
29911,1246,7,77.74,3694.0,4.264,0.433884,-0.900969,7,2018-05-31
29912,1246,8,81.2,4151.0,4.449,0.433884,-0.900969,8,2018-05-31
29913,1246,9,79.53,4444.0,3.536,0.433884,-0.900969,9,2018-05-31
29914,1246,10,71.13,4600.0,4.28,0.433884,-0.900969,10,2018-05-31
29915,1246,11,66.06,4753.0,5.537,0.433884,-0.900969,11,2018-05-31
29916,1246,12,58.41,4270.0,6.902,0.433884,-0.900969,12,2018-05-31
29917,1246,13,58.3,3952.0,10.637,0.433884,-0.900969,13,2018-05-31
29918,1246,14,63.26,4266.0,16.145,0.433884,-0.900969,14,2018-05-31
29919,1246,15,65.08,4578.0,18.845,0.433884,-0.900969,15,2018-05-31
29920,1246,16,66.32,4789.0,19.816,0.433884,-0.900969,16,2018-05-31
29921,1246,17,66.15,4839.0,18.295,0.433884,-0.900969,17,2018-05-31
29922,1246,18,72.61,4570.0,15.301,0.433884,-0.900969,18,2018-05-31
29923,1246,19,80.0,4506.0,14.249,0.433884,-0.900969,19,2018-05-31
29924,1246,20,81.2,4535.0,14.55,0.433884,-0.900969,20,2018-05-31
29925,1246,21,80.0,4536.0,14.513,0.433884,-0.900969,21,2018-05-31
29926,1246,22,71.13,4261.0,14.534,0.433884,-0.900969,22,2018-05-31
29927,1246,23,58.08,3928.0,15.41,0.433884,-0.900969,23,2018-05-31
29928,1247,0,59.41,3041.0,17.301,-0.433884,-0.900969,0,2018-06-01
29929,1247,1,47.58,2891.0,15.719,-0.433884,-0.900969,1,2018-06-01
29930,1247,2,39.11,2706.0,14.281,-0.433884,-0.900969,2,2018-06-01
29931,1247,3,38.45,2614.0,13.526,-0.433884,-0.900969,3,2018-06-01
29932,1247,4,38.62,2626.0,13.536,-0.433884,-0.900969,4,2018-06-01
29933,1247,5,40.19,2668.0,13.49,-0.433884,-0.900969,5,2018-06-01
29934,1247,6,57.0,2884.0,12.677,-0.433884,-0.900969,6,2018-06-01
29935,1247,7,67.14,3526.0,11.532,-0.433884,-0.900969,7,2018-06-01
29936,1247,8,77.35,4228.0,10.568,-0.433884,-0.900969,8,2018-06-01
29937,1247,9,71.56,4578.0,9.765,-0.433884,-0.900969,9,2018-06-01
29938,1247,10,67.14,4708.0,10.292,-0.433884,-0.900969,10,2018-06-01
29939,1247,11,64.06,4681.0,11.585,-0.433884,-0.900969,11,2018-06-01
29940,1247,12,56.02,4443.0,13.392,-0.433884,-0.900969,12,2018-06-01
29941,1247,13,56.02,4156.0,16.016,-0.433884,-0.900969,13,2018-06-01
29942,1247,14,59.41,3976.0,18.62,-0.433884,-0.900969,14,2018-06-01
29943,1247,15,65.0,4075.0,20.096,-0.433884,-0.900969,15,2018-06-01
29944,1247,16,67.14,4259.0,20.513,-0.433884,-0.900969,16,2018-06-01
29945,1247,17,66.97,4121.0,19.797,-0.433884,-0.900969,17,2018-06-01
29946,1247,18,71.56,3971.0,17.868,-0.433884,-0.900969,18,2018-06-01
29947,1247,19,80.0,4062.0,15.777,-0.433884,-0.900969,19,2018-06-01
29948,1247,20,81.2,4122.0,14.601,-0.433884,-0.900969,20,2018-06-01
29949,1247,21,80.0,3924.0,14.44,-0.433884,-0.900969,21,2018-06-01
29950,1247,22,71.13,3674.0,14.438,-0.433884,-0.900969,22,2018-06-01
29951,1247,23,57.97,3286.0,13.638,-0.433884,-0.900969,23,2018-06-01
29952,1248,0,59.83,2912.0,11.896,-0.974928,-0.222521,0,2018-06-02
29953,1248,1,55.99,2671.0,10.958,-0.974928,-0.222521,1,2018-06-02
29954,1248,2,56.99,2517.0,9.681,-0.974928,-0.222521,2,2018-06-02
29955,1248,3,57.99,2456.0,7.938,-0.974928,-0.222521,3,2018-06-02
29956,1248,4,59.83,2455.0,6.031,-0.974928,-0.222521,4,2018-06-02
29957,1248,5,59.83,2413.0,4.33,-0.974928,-0.222521,5,2018-06-02
29958,1248,6,53.71,2395.0,3.05,-0.974928,-0.222521,6,2018-06-02
29959,1248,7,45.02,2457.0,2.13,-0.974928,-0.222521,7,2018-06-02
29960,1248,8,43.81,2631.0,1.74,-0.974928,-0.222521,8,2018-06-02
29961,1248,9,42.99,2719.0,1.737,-0.974928,-0.222521,9,2018-06-02
29962,1248,10,45.87,2921.0,2.017,-0.974928,-0.222521,10,2018-06-02
29963,1248,11,42.99,2916.0,2.874,-0.974928,-0.222521,11,2018-06-02
29964,1248,12,40.25,2801.0,4.824,-0.974928,-0.222521,12,2018-06-02
29965,1248,13,36.21,2692.0,7.548,-0.974928,-0.222521,13,2018-06-02
29966,1248,14,36.45,2673.0,10.148,-0.974928,-0.222521,14,2018-06-02
29967,1248,15,40.63,2460.0,11.922,-0.974928,-0.222521,15,2018-06-02
29968,1248,16,53.19,2618.0,12.13,-0.974928,-0.222521,16,2018-06-02
29969,1248,17,42.98,2957.0,11.063,-0.974928,-0.222521,17,2018-06-02
29970,1248,18,59.83,3072.0,9.245,-0.974928,-0.222521,18,2018-06-02
29971,1248,19,80.0,3211.0,7.647,-0.974928,-0.222521,19,2018-06-02
29972,1248,20,81.61,3226.0,6.962,-0.974928,-0.222521,20,2018-06-02
29973,1248,21,81.61,3265.0,5.973,-0.974928,-0.222521,21,2018-06-02
29974,1248,22,81.2,3142.0,5.153,-0.974928,-0.222521,22,2018-06-02
29975,1248,23,59.83,2847.0,5.046,-0.974928,-0.222521,23,2018-06-02
29976,1249,0,62.17,2570.0,4.375,-0.781831,0.62349,0,2018-06-03
29977,1249,1,62.17,2369.0,3.76,-0.781831,0.62349,1,2018-06-03
29978,1249,2,32.99,2317.0,3.427,-0.781831,0.62349,2,2018-06-03
29979,1249,3,28.51,2290.0,3.372,-0.781831,0.62349,3,2018-06-03
29980,1249,4,30.97,2254.0,3.523,-0.781831,0.62349,4,2018-06-03
29981,1249,5,30.1,2200.0,3.495,-0.781831,0.62349,5,2018-06-03
29982,1249,6,29.01,2273.0,3.371,-0.781831,0.62349,6,2018-06-03
29983,1249,7,32.99,2527.0,3.211,-0.781831,0.62349,7,2018-06-03
29984,1249,8,32.37,2628.0,2.147,-0.781831,0.62349,8,2018-06-03
29985,1249,9,32.01,2872.0,1.139,-0.781831,0.62349,9,2018-06-03
29986,1249,10,39.2,2885.0,1.182,-0.781831,0.62349,10,2018-06-03
29987,1249,11,36.1,2895.0,1.138,-0.781831,0.62349,11,2018-06-03
29988,1249,12,34.07,2924.0,1.2,-0.781831,0.62349,12,2018-06-03
29989,1249,13,26.0,2822.0,2.183,-0.781831,0.62349,13,2018-06-03
29990,1249,14,24.42,3047.0,3.925,-0.781831,0.62349,14,2018-06-03
29991,1249,15,33.53,3091.0,5.523,-0.781831,0.62349,15,2018-06-03
29992,1249,16,42.99,3073.0,6.507,-0.781831,0.62349,16,2018-06-03
29993,1249,17,38.15,3105.0,6.515,-0.781831,0.62349,17,2018-06-03
29994,1249,18,55.01,3010.0,5.582,-0.781831,0.62349,18,2018-06-03
29995,1249,19,62.17,3190.0,4.769,-0.781831,0.62349,19,2018-06-03
29996,1249,20,80.0,3200.0,4.184,-0.781831,0.62349,20,2018-06-03
29997,1249,21,81.61,3319.0,4.007,-0.781831,0.62349,21,2018-06-03
29998,1249,22,80.0,3165.0,4.558,-0.781831,0.62349,22,2018-06-03
29999,1249,23,62.17,2855.0,5.242,-0.781831,0.62349,23,2018-06-03
30000,1250,0,60.92,2633.0,8.619,0.0,1.0,0,2018-06-04
30001,1250,1,60.92,2453.0,8.647,0.0,1.0,1,2018-06-04
30002,1250,2,54.15,2363.0,9.674,0.0,1.0,2,2018-06-04
30003,1250,3,31.44,2322.0,14.039,0.0,1.0,3,2018-06-04
30004,1250,4,30.85,2328.0,16.075,0.0,1.0,4,2018-06-04
30005,1250,5,57.99,2443.0,14.147,0.0,1.0,5,2018-06-04
30006,1250,6,60.92,2836.0,15.709,0.0,1.0,6,2018-06-04
30007,1250,7,65.7,3510.0,17.089,0.0,1.0,7,2018-06-04
30008,1250,8,84.82,4156.0,13.461,0.0,1.0,8,2018-06-04
30009,1250,9,80.0,4589.0,8.775,0.0,1.0,9,2018-06-04
30010,1250,10,70.0,4715.0,7.58,0.0,1.0,10,2018-06-04
30011,1250,11,68.11,4761.0,9.098,0.0,1.0,11,2018-06-04
30012,1250,12,62.83,4432.0,10.997,0.0,1.0,12,2018-06-04
30013,1250,13,63.51,4249.0,13.939,0.0,1.0,13,2018-06-04
30014,1250,14,65.81,4515.0,17.453,0.0,1.0,14,2018-06-04
30015,1250,15,65.9,4728.0,19.654,0.0,1.0,15,2018-06-04
30016,1250,16,68.44,4775.0,19.911,0.0,1.0,16,2018-06-04
30017,1250,17,65.9,4657.0,18.582,0.0,1.0,17,2018-06-04
30018,1250,18,65.7,4369.0,16.717,0.0,1.0,18,2018-06-04
30019,1250,19,73.36,4290.0,15.642,0.0,1.0,19,2018-06-04
30020,1250,20,84.37,4144.0,15.526,0.0,1.0,20,2018-06-04
30021,1250,21,84.37,4173.0,15.93,0.0,1.0,21,2018-06-04
30022,1250,22,62.83,3907.0,16.59,0.0,1.0,22,2018-06-04
30023,1250,23,59.01,3490.0,17.506,0.0,1.0,23,2018-06-04
30024,1251,0,57.13,2869.0,11.318,0.781831,0.62349,0,2018-06-05
30025,1251,1,55.94,2707.0,11.561,0.781831,0.62349,1,2018-06-05
30026,1251,2,48.0,2610.0,11.209,0.781831,0.62349,2,2018-06-05
30027,1251,3,42.31,2571.0,10.14,0.781831,0.62349,3,2018-06-05
30028,1251,4,39.9,2565.0,10.078,0.781831,0.62349,4,2018-06-05
30029,1251,5,41.63,2614.0,10.161,0.781831,0.62349,5,2018-06-05
30030,1251,6,58.61,2947.0,8.947,0.781831,0.62349,6,2018-06-05
30031,1251,7,63.53,3556.0,7.414,0.781831,0.62349,7,2018-06-05
30032,1251,8,73.33,4083.0,6.331,0.781831,0.62349,8,2018-06-05
30033,1251,9,70.0,4469.0,6.073,0.781831,0.62349,9,2018-06-05
30034,1251,10,66.84,4543.0,7.025,0.781831,0.62349,10,2018-06-05
30035,1251,11,63.15,4596.0,8.654,0.781831,0.62349,11,2018-06-05
30036,1251,12,56.29,4334.0,11.551,0.781831,0.62349,12,2018-06-05
30037,1251,13,56.15,4170.0,15.992,0.781831,0.62349,13,2018-06-05
30038,1251,14,58.81,4335.0,19.418,0.781831,0.62349,14,2018-06-05
30039,1251,15,61.18,4481.0,21.621,0.781831,0.62349,15,2018-06-05
30040,1251,16,66.18,4556.0,23.615,0.781831,0.62349,16,2018-06-05
30041,1251,17,61.56,4432.0,23.674,0.781831,0.62349,17,2018-06-05
30042,1251,18,63.15,4210.0,22.835,0.781831,0.62349,18,2018-06-05
30043,1251,19,67.63,4189.0,21.42,0.781831,0.62349,19,2018-06-05
30044,1251,20,67.63,4013.0,19.942,0.781831,0.62349,20,2018-06-05
30045,1251,21,66.84,4085.0,20.159,0.781831,0.62349,21,2018-06-05
30046,1251,22,60.52,3832.0,20.385,0.781831,0.62349,22,2018-06-05
30047,1251,23,56.29,3423.0,18.947,0.781831,0.62349,23,2018-06-05
30048,1252,0,58.56,3275.0,12.855,0.974928,-0.222521,0,2018-06-06
30049,1252,1,55.13,3064.0,10.687,0.974928,-0.222521,1,2018-06-06
30050,1252,2,46.23,2966.0,8.722,0.974928,-0.222521,2,2018-06-06
30051,1252,3,42.83,2906.0,7.137,0.974928,-0.222521,3,2018-06-06
30052,1252,4,39.46,2904.0,6.337,0.974928,-0.222521,4,2018-06-06
30053,1252,5,41.25,2861.0,5.619,0.974928,-0.222521,5,2018-06-06
30054,1252,6,51.67,3147.0,4.825,0.974928,-0.222521,6,2018-06-06
30055,1252,7,60.06,3711.0,4.738,0.974928,-0.222521,7,2018-06-06
30056,1252,8,66.9,4182.0,4.606,0.974928,-0.222521,8,2018-06-06
30057,1252,9,65.65,4528.0,4.741,0.974928,-0.222521,9,2018-06-06
30058,1252,10,61.05,4540.0,5.486,0.974928,-0.222521,10,2018-06-06
30059,1252,11,60.07,5003.0,6.309,0.974928,-0.222521,11,2018-06-06
30060,1252,12,54.9,4728.0,8.86,0.974928,-0.222521,12,2018-06-06
30061,1252,13,54.9,4468.0,11.284,0.974928,-0.222521,13,2018-06-06
30062,1252,14,60.07,4538.0,12.743,0.974928,-0.222521,14,2018-06-06
30063,1252,15,62.51,4851.0,13.61,0.974928,-0.222521,15,2018-06-06
30064,1252,16,65.0,5087.0,13.594,0.974928,-0.222521,16,2018-06-06
30065,1252,17,68.41,5058.0,13.108,0.974928,-0.222521,17,2018-06-06
30066,1252,18,62.59,4903.0,11.941,0.974928,-0.222521,18,2018-06-06
30067,1252,19,68.41,4840.0,10.642,0.974928,-0.222521,19,2018-06-06
30068,1252,20,64.67,4696.0,9.399,0.974928,-0.222521,20,2018-06-06
30069,1252,21,68.26,4556.0,8.549,0.974928,-0.222521,21,2018-06-06
30070,1252,22,70.0,4223.0,8.509,0.974928,-0.222521,22,2018-06-06
30071,1252,23,58.56,3819.0,8.686,0.974928,-0.222521,23,2018-06-06
30072,1253,0,53.83,3340.0,5.48,0.433884,-0.900969,0,2018-06-07
30073,1253,1,47.2,3149.0,5.392,0.433884,-0.900969,1,2018-06-07
30074,1253,2,44.82,3016.0,5.235,0.433884,-0.900969,2,2018-06-07
30075,1253,3,43.12,2949.0,5.007,0.433884,-0.900969,3,2018-06-07
30076,1253,4,40.61,2937.0,4.748,0.433884,-0.900969,4,2018-06-07
30077,1253,5,43.59,3022.0,4.189,0.433884,-0.900969,5,2018-06-07
30078,1253,6,59.09,3358.0,3.749,0.433884,-0.900969,6,2018-06-07
30079,1253,7,65.65,4140.0,3.477,0.433884,-0.900969,7,2018-06-07
30080,1253,8,73.83,4753.0,2.621,0.433884,-0.900969,8,2018-06-07
30081,1253,9,68.25,5230.0,1.902,0.433884,-0.900969,9,2018-06-07
30082,1253,10,66.15,5303.0,1.812,0.433884,-0.900969,10,2018-06-07
30083,1253,11,64.15,5146.0,2.646,0.433884,-0.900969,11,2018-06-07
30084,1253,12,56.29,4922.0,2.576,0.433884,-0.900969,12,2018-06-07
30085,1253,13,56.29,4832.0,1.815,0.433884,-0.900969,13,2018-06-07
30086,1253,14,62.17,5163.0,2.048,0.433884,-0.900969,14,2018-06-07
30087,1253,15,66.15,5605.0,4.469,0.433884,-0.900969,15,2018-06-07
30088,1253,16,68.0,5935.0,7.387,0.433884,-0.900969,16,2018-06-07
30089,1253,17,66.15,5849.0,9.703,0.433884,-0.900969,17,2018-06-07
30090,1253,18,66.15,5631.0,10.122,0.433884,-0.900969,18,2018-06-07
30091,1253,19,72.24,5436.0,7.174,0.433884,-0.900969,19,2018-06-07
30092,1253,20,65.81,5081.0,5.773,0.433884,-0.900969,20,2018-06-07
30093,1253,21,69.8,4776.0,6.759,0.433884,-0.900969,21,2018-06-07
30094,1253,22,62.17,4426.0,6.841,0.433884,-0.900969,22,2018-06-07
30095,1253,23,53.86,4028.0,6.609,0.433884,-0.900969,23,2018-06-07
30096,1254,0,59.24,3017.0,5.951,-0.433884,-0.900969,0,2018-06-08
30097,1254,1,50.03,2839.0,6.263,-0.433884,-0.900969,1,2018-06-08
30098,1254,2,47.2,2742.0,6.553,-0.433884,-0.900969,2,2018-06-08
30099,1254,3,44.88,2627.0,8.193,-0.433884,-0.900969,3,2018-06-08
30100,1254,4,44.88,2633.0,9.992,-0.433884,-0.900969,4,2018-06-08
30101,1254,5,47.21,2724.0,6.598,-0.433884,-0.900969,5,2018-06-08
30102,1254,6,58.56,3074.0,3.652,-0.433884,-0.900969,6,2018-06-08
30103,1254,7,65.65,3663.0,2.818,-0.433884,-0.900969,7,2018-06-08
30104,1254,8,79.44,4219.0,2.14,-0.433884,-0.900969,8,2018-06-08
30105,1254,9,79.44,4589.0,1.763,-0.433884,-0.900969,9,2018-06-08
30106,1254,10,74.01,4623.0,1.995,-0.433884,-0.900969,10,2018-06-08
30107,1254,11,71.0,4665.0,2.574,-0.433884,-0.900969,11,2018-06-08
30108,1254,12,61.43,4269.0,2.921,-0.433884,-0.900969,12,2018-06-08
30109,1254,13,59.24,4023.0,4.38,-0.433884,-0.900969,13,2018-06-08
30110,1254,14,61.67,4177.0,8.763,-0.433884,-0.900969,14,2018-06-08
30111,1254,15,61.15,4554.0,13.639,-0.433884,-0.900969,15,2018-06-08
30112,1254,16,60.0,4562.0,14.247,-0.433884,-0.900969,16,2018-06-08
30113,1254,17,59.24,4631.0,13.785,-0.433884,-0.900969,17,2018-06-08
30114,1254,18,59.12,4274.0,15.483,-0.433884,-0.900969,18,2018-06-08
30115,1254,19,62.89,4169.0,18.264,-0.433884,-0.900969,19,2018-06-08
30116,1254,20,62.9,3855.0,19.806,-0.433884,-0.900969,20,2018-06-08
30117,1254,21,61.45,3854.0,19.917,-0.433884,-0.900969,21,2018-06-08
30118,1254,22,56.29,3599.0,20.173,-0.433884,-0.900969,22,2018-06-08
30119,1254,23,51.41,3294.0,20.882,-0.433884,-0.900969,23,2018-06-08
30120,1255,0,55.64,3085.0,28.639,-0.974928,-0.222521,0,2018-06-09
30121,1255,1,52.0,2907.0,29.377,-0.974928,-0.222521,1,2018-06-09
30122,1255,2,41.0,2806.0,28.113,-0.974928,-0.222521,2,2018-06-09
30123,1255,3,40.0,2716.0,28.042,-0.974928,-0.222521,3,2018-06-09
30124,1255,4,38.61,2658.0,29.411,-0.974928,-0.222521,4,2018-06-09
30125,1255,5,38.3,2608.0,30.714,-0.974928,-0.222521,5,2018-06-09
30126,1255,6,38.9,2670.0,29.214,-0.974928,-0.222521,6,2018-06-09
30127,1255,7,56.64,2982.0,26.046,-0.974928,-0.222521,7,2018-06-09
30128,1255,8,55.64,3280.0,25.634,-0.974928,-0.222521,8,2018-06-09
30129,1255,9,54.27,3567.0,27.89,-0.974928,-0.222521,9,2018-06-09
30130,1255,10,50.0,3594.0,30.889,-0.974928,-0.222521,10,2018-06-09
30131,1255,11,41.4,3570.0,32.34,-0.974928,-0.222521,11,2018-06-09
30132,1255,12,40.0,3418.0,33.725,-0.974928,-0.222521,12,2018-06-09
30133,1255,13,39.57,3171.0,34.88,-0.974928,-0.222521,13,2018-06-09
30134,1255,14,38.95,3135.0,34.555,-0.974928,-0.222521,14,2018-06-09
30135,1255,15,39.48,3147.0,35.426,-0.974928,-0.222521,15,2018-06-09
