IDX__global,IDX__step,IDX__sub_step,TARG__MGP_NORD,FUTU__D_NORD,FUTU__WIND_NORD,CONST__wd_sin,CONST__wd_cos,Hour,Date
33739,1405,19,74.43,24266.0,3.615,0.781831,0.62349,19,2018-11-06
33740,1405,20,67.2,22507.0,3.852,0.781831,0.62349,20,2018-11-06
33741,1405,21,63.84,20793.0,4.211,0.781831,0.62349,21,2018-11-06
33742,1405,22,61.38,18596.0,4.611,0.781831,0.62349,22,2018-11-06
33743,1405,23,56.77,16987.0,4.773,0.781831,0.62349,23,2018-11-06
33744,1406,0,54.28,15835.0,3.258,0.974928,-0.222521,0,2018-11-07
33745,1406,1,52.15,14848.0,3.239,0.974928,-0.222521,1,2018-11-07
33746,1406,2,52.15,14387.0,2.539,0.974928,-0.222521,2,2018-11-07
33747,1406,3,50.0,14501.0,2.001,0.974928,-0.222521,3,2018-11-07
33748,1406,4,51.37,14762.0,1.818,0.974928,-0.222521,4,2018-11-07
33749,1406,5,52.15,15642.0,1.611,0.974928,-0.222521,5,2018-11-07
33750,1406,6,57.19,18765.0,1.597,0.974928,-0.222521,6,2018-11-07
33751,1406,7,61.99,22010.0,1.718,0.974928,-0.222521,7,2018-11-07
33752,1406,8,66.0,24625.0,1.855,0.974928,-0.222521,8,2018-11-07
33753,1406,9,65.75,26179.0,2.253,0.974928,-0.222521,9,2018-11-07
33754,1406,10,63.84,26270.0,2.763,0.974928,-0.222521,10,2018-11-07
33755,1406,11,62.3,26187.0,3.529,0.974928,-0.222521,11,2018-11-07
33756,1406,12,59.78,24302.0,4.31,0.974928,-0.222521,12,2018-11-07
33757,1406,13,60.03,24007.0,4.351,0.974928,-0.222521,13,2018-11-07
33758,1406,14,62.94,25417.0,3.958,0.974928,-0.222521,14,2018-11-07
33759,1406,15,65.61,25712.0,3.409,0.974928,-0.222521,15,2018-11-07
33760,1406,16,68.03,26079.0,3.272,0.974928,-0.222521,16,2018-11-07
33761,1406,17,82.47,26299.0,3.538,0.974928,-0.222521,17,2018-11-07
33762,1406,18,74.43,25124.0,4.516,0.974928,-0.222521,18,2018-11-07
33763,1406,19,73.09,23862.0,5.661,0.974928,-0.222521,19,2018-11-07
33764,1406,20,63.57,22139.0,5.337,0.974928,-0.222521,20,2018-11-07
33765,1406,21,58.0,20697.0,4.634,0.974928,-0.222521,21,2018-11-07
33766,1406,22,55.19,18785.0,4.4,0.974928,-0.222521,22,2018-11-07
33767,1406,23,52.03,17174.0,4.308,0.974928,-0.222521,23,2018-11-07
33768,1407,0,48.31,16045.0,2.684,0.433884,-0.900969,0,2018-11-08
33769,1407,1,46.47,15053.0,2.366,0.433884,-0.900969,1,2018-11-08
33770,1407,2,45.27,14599.0,1.939,0.433884,-0.900969,2,2018-11-08
33771,1407,3,44.33,14571.0,1.776,0.433884,-0.900969,3,2018-11-08
33772,1407,4,45.97,14837.0,1.737,0.433884,-0.900969,4,2018-11-08
33773,1407,5,48.1,15734.0,1.602,0.433884,-0.900969,5,2018-11-08
33774,1407,6,57.11,18786.0,1.464,0.433884,-0.900969,6,2018-11-08
33775,1407,7,67.0,22174.0,1.305,0.433884,-0.900969,7,2018-11-08
33776,1407,8,68.95,24967.0,1.173,0.433884,-0.900969,8,2018-11-08
33777,1407,9,68.82,26377.0,1.187,0.433884,-0.900969,9,2018-11-08
33778,1407,10,67.71,26617.0,1.26,0.433884,-0.900969,10,2018-11-08
33779,1407,11,67.43,26667.0,1.272,0.433884,-0.900969,11,2018-11-08
33780,1407,12,64.97,24758.0,1.307,0.433884,-0.900969,12,2018-11-08
33781,1407,13,65.67,24634.0,1.389,0.433884,-0.900969,13,2018-11-08
33782,1407,14,67.49,25138.0,1.503,0.433884,-0.900969,14,2018-11-08
33783,1407,15,68.29,25382.0,1.619,0.433884,-0.900969,15,2018-11-08
33784,1407,16,70.58,25783.0,1.806,0.433884,-0.900969,16,2018-11-08
33785,1407,17,90.03,26636.0,1.999,0.433884,-0.900969,17,2018-11-08
33786,1407,18,90.06,25715.0,2.157,0.433884,-0.900969,18,2018-11-08
33787,1407,19,75.82,24835.0,2.377,0.433884,-0.900969,19,2018-11-08
33788,1407,20,69.07,23014.0,2.519,0.433884,-0.900969,20,2018-11-08
33789,1407,21,62.63,21212.0,2.537,0.433884,-0.900969,21,2018-11-08
33790,1407,22,59.63,19251.0,2.548,0.433884,-0.900969,22,2018-11-08
33791,1407,23,54.97,17857.0,2.601,0.433884,-0.900969,23,2018-11-08
33792,1408,0,55.76,15833.0,1.763,-0.433884,-0.900969,0,2018-11-09
33793,1408,1,52.99,15084.0,1.625,-0.433884,-0.900969,1,2018-11-09
33794,1408,2,52.0,14728.0,1.428,-0.433884,-0.900969,2,2018-11-09
33795,1408,3,49.79,14550.0,1.364,-0.433884,-0.900969,3,2018-11-09
33796,1408,4,49.16,14651.0,1.431,-0.433884,-0.900969,4,2018-11-09
33797,1408,5,52.11,15415.0,1.677,-0.433884,-0.900969,5,2018-11-09
33798,1408,6,62.16,18148.0,1.714,-0.433884,-0.900969,6,2018-11-09
33799,1408,7,69.06,21462.0,1.612,-0.433884,-0.900969,7,2018-11-09
33800,1408,8,72.56,24385.0,1.717,-0.433884,-0.900969,8,2018-11-09
33801,1408,9,71.1,25008.0,1.881,-0.433884,-0.900969,9,2018-11-09
33802,1408,10,68.47,25078.0,2.104,-0.433884,-0.900969,10,2018-11-09
33803,1408,11,65.99,24789.0,1.89,-0.433884,-0.900969,11,2018-11-09
33804,1408,12,63.75,22859.0,1.528,-0.433884,-0.900969,12,2018-11-09
33805,1408,13,62.15,22332.0,1.423,-0.433884,-0.900969,13,2018-11-09
33806,1408,14,62.84,23624.0,1.381,-0.433884,-0.900969,14,2018-11-09
33807,1408,15,64.81,24216.0,1.262,-0.433884,-0.900969,15,2018-11-09
33808,1408,16,67.4,24873.0,1.404,-0.433884,-0.900969,16,2018-11-09
33809,1408,17,75.99,25683.0,1.643,-0.433884,-0.900969,17,2018-11-09
33810,1408,18,74.71,25141.0,1.838,-0.433884,-0.900969,18,2018-11-09
33811,1408,19,66.44,24554.0,2.097,-0.433884,-0.900969,19,2018-11-09
33812,1408,20,63.81,23109.0,2.076,-0.433884,-0.900969,20,2018-11-09
33813,1408,21,60.38,21626.0,1.994,-0.433884,-0.900969,21,2018-11-09
33814,1408,22,58.11,19363.0,2.032,-0.433884,-0.900969,22,2018-11-09
33815,1408,23,57.24,17569.0,2.166,-0.433884,-0.900969,23,2018-11-09
33816,1409,0,61.38,16603.0,1.051,-0.974928,-0.222521,0,2018-11-10
33817,1409,1,56.59,15629.0,0.868,-0.974928,-0.222521,1,2018-11-10
33818,1409,2,49.55,14875.0,0.787,-0.974928,-0.222521,2,2018-11-10
33819,1409,3,51.86,14571.0,0.862,-0.974928,-0.222521,3,2018-11-10
33820,1409,4,49.33,14397.0,0.926,-0.974928,-0.222521,4,2018-11-10
33821,1409,5,56.39,14443.0,0.849,-0.974928,-0.222521,5,2018-11-10
33822,1409,6,61.38,15454.0,0.702,-0.974928,-0.222521,6,2018-11-10
33823,1409,7,64.01,16631.0,0.604,-0.974928,-0.222521,7,2018-11-10
33824,1409,8,66.0,18236.0,0.557,-0.974928,-0.222521,8,2018-11-10
33825,1409,9,64.83,19547.0,0.498,-0.974928,-0.222521,9,2018-11-10
33826,1409,10,63.14,19691.0,0.452,-0.974928,-0.222521,10,2018-11-10
33827,1409,11,60.12,19194.0,0.674,-0.974928,-0.222521,11,2018-11-10
33828,1409,12,56.15,18440.0,0.887,-0.974928,-0.222521,12,2018-11-10
33829,1409,13,56.96,17665.0,1.053,-0.974928,-0.222521,13,2018-11-10
33830,1409,14,56.57,16790.0,1.309,-0.974928,-0.222521,14,2018-11-10
33831,1409,15,60.0,16682.0,1.467,-0.974928,-0.222521,15,2018-11-10
33832,1409,16,62.84,17035.0,1.648,-0.974928,-0.222521,16,2018-11-10
33833,1409,17,69.51,18571.0,2.005,-0.974928,-0.222521,17,2018-11-10
33834,1409,18,71.0,19380.0,2.646,-0.974928,-0.222521,18,2018-11-10
33835,1409,19,68.33,19501.0,3.312,-0.974928,-0.222521,19,2018-11-10
33836,1409,20,60.12,18126.0,3.748,-0.974928,-0.222521,20,2018-11-10
33837,1409,21,57.38,17083.0,4.367,-0.974928,-0.222521,21,2018-11-10
33838,1409,22,55.09,15825.0,5.183,-0.974928,-0.222521,22,2018-11-10
33839,1409,23,57.0,14795.0,5.632,-0.974928,-0.222521,23,2018-11-10
33840,1410,0,53.64,12440.0,5.475,-0.781831,0.62349,0,2018-11-11
33841,1410,1,46.3,11730.0,5.949,-0.781831,0.62349,1,2018-11-11
33842,1410,2,44.0,11278.0,5.957,-0.781831,0.62349,2,2018-11-11
33843,1410,3,46.95,11125.0,5.092,-0.781831,0.62349,3,2018-11-11
33844,1410,4,43.6,11094.0,4.968,-0.781831,0.62349,4,2018-11-11
33845,1410,5,54.02,11355.0,5.492,-0.781831,0.62349,5,2018-11-11
33846,1410,6,55.36,11770.0,6.313,-0.781831,0.62349,6,2018-11-11
33847,1410,7,54.04,12057.0,6.314,-0.781831,0.62349,7,2018-11-11
33848,1410,8,55.1,12886.0,6.366,-0.781831,0.62349,8,2018-11-11
33849,1410,9,58.79,13518.0,6.579,-0.781831,0.62349,9,2018-11-11
33850,1410,10,56.99,13767.0,6.138,-0.781831,0.62349,10,2018-11-11
33851,1410,11,55.5,14036.0,6.054,-0.781831,0.62349,11,2018-11-11
33852,1410,12,57.5,13983.0,5.598,-0.781831,0.62349,12,2018-11-11
33853,1410,13,55.93,13855.0,4.439,-0.781831,0.62349,13,2018-11-11
33854,1410,14,59.54,13875.0,3.406,-0.781831,0.62349,14,2018-11-11
33855,1410,15,64.24,13937.0,3.08,-0.781831,0.62349,15,2018-11-11
33856,1410,16,65.0,14283.0,2.91,-0.781831,0.62349,16,2018-11-11
33857,1410,17,67.5,16127.0,2.756,-0.781831,0.62349,17,2018-11-11
33858,1410,18,68.28,16767.0,2.724,-0.781831,0.62349,18,2018-11-11
33859,1410,19,68.31,17152.0,2.763,-0.781831,0.62349,19,2018-11-11
33860,1410,20,62.49,16337.0,2.962,-0.781831,0.62349,20,2018-11-11
33861,1410,21,57.0,15399.0,3.183,-0.781831,0.62349,21,2018-11-11
33862,1410,22,57.58,14235.0,3.146,-0.781831,0.62349,22,2018-11-11
33863,1410,23,55.46,13083.0,2.801,-0.781831,0.62349,23,2018-11-11
33864,1411,0,54.89,12555.0,2.521,0.0,1.0,0,2018-11-12
33865,1411,1,50.87,11761.0,2.504,0.0,1.0,1,2018-11-12
33866,1411,2,47.43,11571.0,1.793,0.0,1.0,2,2018-11-12
33867,1411,3,45.5,11628.0,1.429,0.0,1.0,3,2018-11-12
33868,1411,4,45.5,12093.0,1.315,0.0,1.0,4,2018-11-12
33869,1411,5,50.02,13326.0,1.39,0.0,1.0,5,2018-11-12
33870,1411,6,65.0,17075.0,1.576,0.0,1.0,6,2018-11-12
33871,1411,7,69.87,21033.0,1.51,0.0,1.0,7,2018-11-12
33872,1411,8,68.71,23982.0,1.133,0.0,1.0,8,2018-11-12
33873,1411,9,69.62,25418.0,0.777,0.0,1.0,9,2018-11-12
33874,1411,10,68.71,25728.0,0.733,0.0,1.0,10,2018-11-12
33875,1411,11,69.06,25796.0,0.774,0.0,1.0,11,2018-11-12
33876,1411,12,64.7,24092.0,0.887,0.0,1.0,12,2018-11-12
33877,1411,13,65.12,23975.0,1.001,0.0,1.0,13,2018-11-12
33878,1411,14,67.18,24697.0,0.994,0.0,1.0,14,2018-11-12
33879,1411,15,68.0,24985.0,0.957,0.0,1.0,15,2018-11-12
33880,1411,16,71.7,25932.0,1.095,0.0,1.0,16,2018-11-12
33881,1411,17,78.55,26409.0,1.342,0.0,1.0,17,2018-11-12
33882,1411,18,78.04,25229.0,1.521,0.0,1.0,18,2018-11-12
33883,1411,19,75.43,24439.0,1.625,0.0,1.0,19,2018-11-12
33884,1411,20,71.09,22888.0,1.569,0.0,1.0,20,2018-11-12
33885,1411,21,61.2,21226.0,1.314,0.0,1.0,21,2018-11-12
33886,1411,22,61.23,19234.0,1.121,0.0,1.0,22,2018-11-12
33887,1411,23,56.65,17627.0,1.068,0.0,1.0,23,2018-11-12
33888,1412,0,58.04,16196.0,0.871,0.781831,0.62349,0,2018-11-13
33889,1412,1,53.53,15375.0,0.855,0.781831,0.62349,1,2018-11-13
33890,1412,2,52.81,14899.0,0.866,0.781831,0.62349,2,2018-11-13
33891,1412,3,51.81,14723.0,0.974,0.781831,0.62349,3,2018-11-13
33892,1412,4,51.87,14810.0,1.103,0.781831,0.62349,4,2018-11-13
33893,1412,5,53.55,15673.0,1.111,0.781831,0.62349,5,2018-11-13
33894,1412,6,62.22,18693.0,1.161,0.781831,0.62349,6,2018-11-13
33895,1412,7,68.25,21988.0,1.262,0.781831,0.62349,7,2018-11-13
33896,1412,8,70.0,24375.0,1.31,0.781831,0.62349,8,2018-11-13
33897,1412,9,70.49,25417.0,1.364,0.781831,0.62349,9,2018-11-13
33898,1412,10,68.31,25274.0,1.476,0.781831,0.62349,10,2018-11-13
33899,1412,11,68.07,25265.0,1.622,0.781831,0.62349,11,2018-11-13
33900,1412,12,66.4,23643.0,1.652,0.781831,0.62349,12,2018-11-13
33901,1412,13,66.83,23537.0,1.598,0.781831,0.62349,13,2018-11-13
33902,1412,14,67.14,24468.0,1.61,0.781831,0.62349,14,2018-11-13
33903,1412,15,68.07,24730.0,1.872,0.781831,0.62349,15,2018-11-13
33904,1412,16,71.94,25176.0,2.365,0.781831,0.62349,16,2018-11-13
33905,1412,17,80.52,26045.0,2.83,0.781831,0.62349,17,2018-11-13
33906,1412,18,88.47,25284.0,2.992,0.781831,0.62349,18,2018-11-13
33907,1412,19,75.43,24452.0,2.793,0.781831,0.62349,19,2018-11-13
33908,1412,20,71.84,23018.0,2.081,0.781831,0.62349,20,2018-11-13
33909,1412,21,65.77,21349.0,1.301,0.781831,0.62349,21,2018-11-13
33910,1412,22,62.99,19042.0,0.936,0.781831,0.62349,22,2018-11-13
33911,1412,23,58.54,17385.0,0.756,0.781831,0.62349,23,2018-11-13
33912,1413,0,60.16,16344.0,0.258,0.974928,-0.222521,0,2018-11-14
33913,1413,1,55.13,15323.0,0.199,0.974928,-0.222521,1,2018-11-14
33914,1413,2,51.95,14740.0,0.12,0.974928,-0.222521,2,2018-11-14
33915,1413,3,49.8,14632.0,0.104,0.974928,-0.222521,3,2018-11-14
33916,1413,4,48.0,14825.0,0.151,0.974928,-0.222521,4,2018-11-14
33917,1413,5,51.96,15886.0,0.197,0.974928,-0.222521,5,2018-11-14
33918,1413,6,60.39,18823.0,0.286,0.974928,-0.222521,6,2018-11-14
33919,1413,7,70.6,22162.0,0.603,0.974928,-0.222521,7,2018-11-14
33920,1413,8,73.62,24398.0,0.797,0.974928,-0.222521,8,2018-11-14
33921,1413,9,70.36,25013.0,0.87,0.974928,-0.222521,9,2018-11-14
33922,1413,10,67.62,24548.0,1.096,0.974928,-0.222521,10,2018-11-14
33923,1413,11,66.03,24533.0,1.388,0.974928,-0.222521,11,2018-11-14
33924,1413,12,63.2,22729.0,1.82,0.974928,-0.222521,12,2018-11-14
33925,1413,13,64.18,22635.0,2.377,0.974928,-0.222521,13,2018-11-14
33926,1413,14,65.9,23021.0,2.754,0.974928,-0.222521,14,2018-11-14
33927,1413,15,70.1,23401.0,2.964,0.974928,-0.222521,15,2018-11-14
33928,1413,16,73.98,23964.0,3.38,0.974928,-0.222521,16,2018-11-14
33929,1413,17,83.47,25717.0,3.902,0.974928,-0.222521,17,2018-11-14
33930,1413,18,80.13,25379.0,4.234,0.974928,-0.222521,18,2018-11-14
33931,1413,19,75.27,24391.0,4.23,0.974928,-0.222521,19,2018-11-14
33932,1413,20,68.88,22799.0,4.196,0.974928,-0.222521,20,2018-11-14
33933,1413,21,64.01,21165.0,4.349,0.974928,-0.222521,21,2018-11-14
33934,1413,22,61.04,19178.0,4.613,0.974928,-0.222521,22,2018-11-14
33935,1413,23,57.49,17241.0,4.823,0.974928,-0.222521,23,2018-11-14
33936,1414,0,57.24,15930.0,5.473,0.433884,-0.900969,0,2018-11-15
33937,1414,1,51.95,15198.0,5.533,0.433884,-0.900969,1,2018-11-15
33938,1414,2,51.27,14797.0,5.594,0.433884,-0.900969,2,2018-11-15
33939,1414,3,50.29,14527.0,5.715,0.433884,-0.900969,3,2018-11-15
33940,1414,4,51.03,14677.0,5.74,0.433884,-0.900969,4,2018-11-15
33941,1414,5,53.17,15457.0,5.581,0.433884,-0.900969,5,2018-11-15
33942,1414,6,65.05,18500.0,5.418,0.433884,-0.900969,6,2018-11-15
33943,1414,7,73.16,21427.0,5.118,0.433884,-0.900969,7,2018-11-15
33944,1414,8,74.44,23836.0,4.755,0.433884,-0.900969,8,2018-11-15
33945,1414,9,73.27,24471.0,4.529,0.433884,-0.900969,9,2018-11-15
33946,1414,10,70.0,24524.0,4.426,0.433884,-0.900969,10,2018-11-15
33947,1414,11,68.4,24367.0,4.483,0.433884,-0.900969,11,2018-11-15
33948,1414,12,67.19,22826.0,4.531,0.433884,-0.900969,12,2018-11-15
33949,1414,13,67.51,22840.0,4.403,0.433884,-0.900969,13,2018-11-15
33950,1414,14,68.43,23738.0,4.315,0.433884,-0.900969,14,2018-11-15
33951,1414,15,73.1,24086.0,4.377,0.433884,-0.900969,15,2018-11-15
33952,1414,16,74.47,25047.0,4.726,0.433884,-0.900969,16,2018-11-15
33953,1414,17,79.7,26001.0,5.325,0.433884,-0.900969,17,2018-11-15
33954,1414,18,79.0,25377.0,5.703,0.433884,-0.900969,18,2018-11-15
33955,1414,19,76.0,24575.0,5.763,0.433884,-0.900969,19,2018-11-15
33956,1414,20,71.07,23128.0,5.769,0.433884,-0.900969,20,2018-11-15
33957,1414,21,68.27,21560.0,5.859,0.433884,-0.900969,21,2018-11-15
33958,1414,22,65.41,19383.0,6.155,0.433884,-0.900969,22,2018-11-15
33959,1414,23,64.01,17668.0,6.482,0.433884,-0.900969,23,2018-11-15
33960,1415,0,62.6,16472.0,5.759,-0.433884,-0.900969,0,2018-11-16
33961,1415,1,56.85,15708.0,6.014,-0.433884,-0.900969,1,2018-11-16
33962,1415,2,53.89,15167.0,6.787,-0.433884,-0.900969,2,2018-11-16
33963,1415,3,51.97,14820.0,7.581,-0.433884,-0.900969,3,2018-11-16
33964,1415,4,51.28,14952.0,8.073,-0.433884,-0.900969,4,2018-11-16
33965,1415,5,55.77,15881.0,8.558,-0.433884,-0.900969,5,2018-11-16
33966,1415,6,66.59,18740.0,9.314,-0.433884,-0.900969,6,2018-11-16
33967,1415,7,74.05,21988.0,10.049,-0.433884,-0.900969,7,2018-11-16
33968,1415,8,81.35,24323.0,10.525,-0.433884,-0.900969,8,2018-11-16
33969,1415,9,83.05,24888.0,11.106,-0.433884,-0.900969,9,2018-11-16
33970,1415,10,76.95,24751.0,11.686,-0.433884,-0.900969,10,2018-11-16
33971,1415,11,72.39,24687.0,12.494,-0.433884,-0.900969,11,2018-11-16
33972,1415,12,68.24,23105.0,13.181,-0.433884,-0.900969,12,2018-11-16
33973,1415,13,67.0,23025.0,12.86,-0.433884,-0.900969,13,2018-11-16
33974,1415,14,68.0,23855.0,12.374,-0.433884,-0.900969,14,2018-11-16
33975,1415,15,69.22,24034.0,12.175,-0.433884,-0.900969,15,2018-11-16
33976,1415,16,73.9,24341.0,11.743,-0.433884,-0.900969,16,2018-11-16
33977,1415,17,78.0,25622.0,11.447,-0.433884,-0.900969,17,2018-11-16
33978,1415,18,81.99,25235.0,11.384,-0.433884,-0.900969,18,2018-11-16
33979,1415,19,74.05,24515.0,11.305,-0.433884,-0.900969,19,2018-11-16
33980,1415,20,68.69,23121.0,11.211,-0.433884,-0.900969,20,2018-11-16
33981,1415,21,64.48,21569.0,11.295,-0.433884,-0.900969,21,2018-11-16
33982,1415,22,62.61,19445.0,11.53,-0.433884,-0.900969,22,2018-11-16
33983,1415,23,59.96,17817.0,11.608,-0.433884,-0.900969,23,2018-11-16
33984,1416,0,66.71,15829.0,11.641,-0.974928,-0.222521,0,2018-11-17
33985,1416,1,64.54,15020.0,11.771,-0.974928,-0.222521,1,2018-11-17
33986,1416,2,60.39,14462.0,11.615,-0.974928,-0.222521,2,2018-11-17
33987,1416,3,56.03,14150.0,11.847,-0.974928,-0.222521,3,2018-11-17
33988,1416,4,56.01,14089.0,11.797,-0.974928,-0.222521,4,2018-11-17
33989,1416,5,60.31,14394.0,11.528,-0.974928,-0.222521,5,2018-11-17
33990,1416,6,61.99,15467.0,11.445,-0.974928,-0.222521,6,2018-11-17
33991,1416,7,65.03,17125.0,11.565,-0.974928,-0.222521,7,2018-11-17
33992,1416,8,68.99,18555.0,11.833,-0.974928,-0.222521,8,2018-11-17
33993,1416,9,67.15,19503.0,12.199,-0.974928,-0.222521,9,2018-11-17
33994,1416,10,66.05,19427.0,12.49,-0.974928,-0.222521,10,2018-11-17
33995,1416,11,65.24,18774.0,12.77,-0.974928,-0.222521,11,2018-11-17
33996,1416,12,63.64,17448.0,13.194,-0.974928,-0.222521,12,2018-11-17
33997,1416,13,63.14,16512.0,13.339,-0.974928,-0.222521,13,2018-11-17
33998,1416,14,62.8,16587.0,13.166,-0.974928,-0.222521,14,2018-11-17
33999,1416,15,64.56,16598.0,12.835,-0.974928,-0.222521,15,2018-11-17
34000,1416,16,65.76,17203.0,12.362,-0.974928,-0.222521,16,2018-11-17
34001,1416,17,71.68,18850.0,11.95,-0.974928,-0.222521,17,2018-11-17
34002,1416,18,73.4,19710.0,11.731,-0.974928,-0.222521,18,2018-11-17
34003,1416,19,70.2,19675.0,11.583,-0.974928,-0.222521,19,2018-11-17
34004,1416,20,69.87,18292.0,11.369,-0.974928,-0.222521,20,2018-11-17
34005,1416,21,65.1,17066.0,11.43,-0.974928,-0.222521,21,2018-11-17
34006,1416,22,63.44,16065.0,11.693,-0.974928,-0.222521,22,2018-11-17
34007,1416,23,61.99,14772.0,11.823,-0.974928,-0.222521,23,2018-11-17
34008,1417,0,61.47,14039.0,13.115,-0.781831,0.62349,0,2018-11-18
34009,1417,1,61.17,13200.0,12.655,-0.781831,0.62349,1,2018-11-18
34010,1417,2,53.45,12547.0,12.012,-0.781831,0.62349,2,2018-11-18
34011,1417,3,49.66,12221.0,11.666,-0.781831,0.62349,3,2018-11-18
34012,1417,4,48.7,12067.0,11.499,-0.781831,0.62349,4,2018-11-18
34013,1417,5,51.06,12246.0,11.509,-0.781831,0.62349,5,2018-11-18
34014,1417,6,55.12,12586.0,11.527,-0.781831,0.62349,6,2018-11-18
34015,1417,7,61.47,12649.0,11.506,-0.781831,0.62349,7,2018-11-18
34016,1417,8,61.47,13316.0,11.467,-0.781831,0.62349,8,2018-11-18
34017,1417,9,64.0,14419.0,11.375,-0.781831,0.62349,9,2018-11-18
34018,1417,10,63.85,15036.0,11.29,-0.781831,0.62349,10,2018-11-18
34019,1417,11,64.0,15213.0,11.079,-0.781831,0.62349,11,2018-11-18
34020,1417,12,64.0,15279.0,10.887,-0.781831,0.62349,12,2018-11-18
34021,1417,13,61.47,14673.0,10.741,-0.781831,0.62349,13,2018-11-18
34022,1417,14,64.0,14401.0,10.493,-0.781831,0.62349,14,2018-11-18
34023,1417,15,65.5,14271.0,10.135,-0.781831,0.62349,15,2018-11-18
34024,1417,16,68.51,15022.0,9.472,-0.781831,0.62349,16,2018-11-18
34025,1417,17,73.33,16832.0,8.247,-0.781831,0.62349,17,2018-11-18
34026,1417,18,71.34,17766.0,6.978,-0.781831,0.62349,18,2018-11-18
34027,1417,19,69.87,18250.0,6.061,-0.781831,0.62349,19,2018-11-18
34028,1417,20,69.57,17432.0,4.856,-0.781831,0.62349,20,2018-11-18
34029,1417,21,69.76,16527.0,3.67,-0.781831,0.62349,21,2018-11-18
34030,1417,22,66.84,15324.0,2.904,-0.781831,0.62349,22,2018-11-18
34031,1417,23,64.54,14005.0,2.399,-0.781831,0.62349,23,2018-11-18
34032,1418,0,66.26,13294.0,2.196,0.0,1.0,0,2018-11-19
34033,1418,1,62.44,12615.0,2.171,0.0,1.0,1,2018-11-19
34034,1418,2,59.93,12161.0,2.077,0.0,1.0,2,2018-11-19
34035,1418,3,56.53,12026.0,2.39,0.0,1.0,3,2018-11-19
34036,1418,4,55.1,12267.0,2.96,0.0,1.0,4,2018-11-19
34037,1418,5,60.95,13646.0,3.092,0.0,1.0,5,2018-11-19
34038,1418,6,73.72,17264.0,3.076,0.0,1.0,6,2018-11-19
34039,1418,7,82.06,21289.0,3.036,0.0,1.0,7,2018-11-19
34040,1418,8,82.38,24653.0,3.154,0.0,1.0,8,2018-11-19
34041,1418,9,82.0,26025.0,3.654,0.0,1.0,9,2018-11-19
34042,1418,10,79.4,25739.0,4.124,0.0,1.0,10,2018-11-19
34043,1418,11,77.53,25371.0,4.32,0.0,1.0,11,2018-11-19
34044,1418,12,74.53,23895.0,4.697,0.0,1.0,12,2018-11-19
34045,1418,13,74.0,23962.0,5.558,0.0,1.0,13,2018-11-19
34046,1418,14,74.4,25205.0,6.753,0.0,1.0,14,2018-11-19
34047,1418,15,75.2,25561.0,7.689,0.0,1.0,15,2018-11-19
34048,1418,16,78.0,26005.0,8.219,0.0,1.0,16,2018-11-19
34049,1418,17,90.66,26405.0,8.584,0.0,1.0,17,2018-11-19
34050,1418,18,101.0,25550.0,8.983,0.0,1.0,18,2018-11-19
34051,1418,19,93.24,24605.0,9.432,0.0,1.0,19,2018-11-19
34052,1418,20,79.89,23121.0,9.898,0.0,1.0,20,2018-11-19
34053,1418,21,71.0,21546.0,10.58,0.0,1.0,21,2018-11-19
34054,1418,22,70.07,19264.0,11.239,0.0,1.0,22,2018-11-19
34055,1418,23,67.89,17618.0,11.67,0.0,1.0,23,2018-11-19
34056,1419,0,64.55,16360.0,11.29,0.781831,0.62349,0,2018-11-20
34057,1419,1,59.9,15671.0,11.391,0.781831,0.62349,1,2018-11-20
34058,1419,2,55.66,15126.0,11.962,0.781831,0.62349,2,2018-11-20
34059,1419,3,51.87,14996.0,12.357,0.781831,0.62349,3,2018-11-20
34060,1419,4,52.07,15180.0,12.209,0.781831,0.62349,4,2018-11-20
34061,1419,5,55.61,16276.0,11.384,0.781831,0.62349,5,2018-11-20
34062,1419,6,69.09,19666.0,10.315,0.781831,0.62349,6,2018-11-20
34063,1419,7,73.2,23543.0,9.526,0.781831,0.62349,7,2018-11-20
34064,1419,8,85.0,26049.0,8.973,0.781831,0.62349,8,2018-11-20
34065,1419,9,89.01,27104.0,8.381,0.781831,0.62349,9,2018-11-20
34066,1419,10,90.0,26807.0,7.786,0.781831,0.62349,10,2018-11-20
34067,1419,11,91.2,26426.0,7.227,0.781831,0.62349,11,2018-11-20
34068,1419,12,79.5,24656.0,6.641,0.781831,0.62349,12,2018-11-20
34069,1419,13,83.1,24557.0,6.253,0.781831,0.62349,13,2018-11-20
34070,1419,14,90.0,25455.0,6.11,0.781831,0.62349,14,2018-11-20
34071,1419,15,98.15,25887.0,5.909,0.781831,0.62349,15,2018-11-20
34072,1419,16,115.46,26467.0,5.748,0.781831,0.62349,16,2018-11-20
34073,1419,17,134.77,27330.0,5.7,0.781831,0.62349,17,2018-11-20
34074,1419,18,112.25,26550.0,5.608,0.781831,0.62349,18,2018-11-20
34075,1419,19,86.53,25601.0,5.385,0.781831,0.62349,19,2018-11-20
34076,1419,20,78.5,23977.0,4.792,0.781831,0.62349,20,2018-11-20
34077,1419,21,74.0,22272.0,4.118,0.781831,0.62349,21,2018-11-20
34078,1419,22,74.45,19913.0,3.76,0.781831,0.62349,22,2018-11-20
34079,1419,23,71.37,18274.0,3.651,0.781831,0.62349,23,2018-11-20
